"","","","","/項目 コード","D3201","D320101","D320102","D320103","D320108","D320111","D320113","D320115","D320116","D320117","D320118","D320119","D320120","D320121","D320122","D3202","D3203102"
"1997100000","1997年度","23482","（旧）愛知県 吉良町","","7017706","3275117","***","***","***","***","***","***","***","***","55612","***","210042","***","***","***","***"
"1997100000","1997年度","23483","（旧）愛知県 幡豆町","","4012505","1514373","***","***","***","***","***","***","***","***","151340","***","140949","***","***","***","***"
"1997100000","1997年度","32304","（旧）島根県 東出雲町","","6802977","1307924","***","***","***","***","***","***","***","***","174204","***","48617","***","***","***","***"
"1997100000","1997年度","32401","（旧）島根県 斐川町","","12068020","3310965","***","***","***","***","***","***","***","***","143","***","771198","***","***","***","***"
"1996100000","1996年度","03422","（旧）岩手県 藤沢町","","7550565","591225","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1996100000","1996年度","09321","（旧）栃木県 西方町","","2916223","762547","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1996100000","1996年度","09367","（旧）栃木県 岩舟町","","5145758","2002937","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1996100000","1996年度","11226","（旧）埼玉県 鳩ヶ谷市","","15213487","7289940","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1996100000","1996年度","23481","（旧）愛知県 一色町","","7465484","2867004","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1996100000","1996年度","23482","（旧）愛知県 吉良町","","7779914","3097743","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1996100000","1996年度","23483","（旧）愛知県 幡豆町","","4510574","1443344","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1996100000","1996年度","32304","（旧）島根県 東出雲町","","5640936","1261233","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1996100000","1996年度","32401","（旧）島根県 斐川町","","13076387","3085470","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1995100000","1995年度","03422","（旧）岩手県 藤沢町","","8070034","545589","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1995100000","1995年度","09321","（旧）栃木県 西方町","","3217924","758623","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1995100000","1995年度","09367","（旧）栃木県 岩舟町","","4924694","1936521","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1995100000","1995年度","11226","（旧）埼玉県 鳩ヶ谷市","","14462824","7195739","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1995100000","1995年度","23481","（旧）愛知県 一色町","","7905194","2888976","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1995100000","1995年度","23482","（旧）愛知県 吉良町","","7337819","3077419","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1995100000","1995年度","23483","（旧）愛知県 幡豆町","","4365896","1388205","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1995100000","1995年度","32304","（旧）島根県 東出雲町","","4777929","1256299","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1995100000","1995年度","32401","（旧）島根県 斐川町","","12409862","3129481","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1994100000","1994年度","03422","（旧）岩手県 藤沢町","","6903073","527936","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1994100000","1994年度","09321","（旧）栃木県 西方町","","2993298","772504","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1994100000","1994年度","09367","（旧）栃木県 岩舟町","","4772435","1841053","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1994100000","1994年度","11226","（旧）埼玉県 鳩ヶ谷市","","17366205","7060461","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1994100000","1994年度","23481","（旧）愛知県 一色町","","8097132","2911479","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1994100000","1994年度","23482","（旧）愛知県 吉良町","","8523874","2931506","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1994100000","1994年度","23483","（旧）愛知県 幡豆町","","4034144","1360031","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1994100000","1994年度","32304","（旧）島根県 東出雲町","","4454057","1155658","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1994100000","1994年度","32401","（旧）島根県 斐川町","","11458663","2821258","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1993100000","1993年度","03422","（旧）岩手県 藤沢町","","7041283","564683","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1993100000","1993年度","09321","（旧）栃木県 西方町","","3515257","780402","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1993100000","1993年度","09367","（旧）栃木県 岩舟町","","5891415","1917489","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1993100000","1993年度","11226","（旧）埼玉県 鳩ヶ谷市","","14260820","7541199","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1993100000","1993年度","23481","（旧）愛知県 一色町","","8213303","3091036","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1993100000","1993年度","23482","（旧）愛知県 吉良町","","7379108","3112983","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1993100000","1993年度","23483","（旧）愛知県 幡豆町","","4803855","1462394","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1993100000","1993年度","32304","（旧）島根県 東出雲町","","4427880","1175224","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1993100000","1993年度","32401","（旧）島根県 斐川町","","11851794","2610166","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1992100000","1992年度","03422","（旧）岩手県 藤沢町","","5859661","518966","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1992100000","1992年度","09321","（旧）栃木県 西方町","","3693360","892324","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1992100000","1992年度","09367","（旧）栃木県 岩舟町","","5790187","1969716","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1992100000","1992年度","11226","（旧）埼玉県 鳩ヶ谷市","","14141515","7393335","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1992100000","1992年度","23481","（旧）愛知県 一色町","","7849199","2990876","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1992100000","1992年度","23482","（旧）愛知県 吉良町","","7140009","3008898","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1992100000","1992年度","23483","（旧）愛知県 幡豆町","","3989718","1454546","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1992100000","1992年度","32304","（旧）島根県 東出雲町","","4159127","1116416","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1992100000","1992年度","32401","（旧）島根県 斐川町","","10278804","2560900","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1991100000","1991年度","03422","（旧）岩手県 藤沢町","","5543279","503838","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1991100000","1991年度","09321","（旧）栃木県 西方町","","3303553","786884","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1991100000","1991年度","09367","（旧）栃木県 岩舟町","","4422074","1793737","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1991100000","1991年度","11226","（旧）埼玉県 鳩ヶ谷市","","13674756","6924832","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1991100000","1991年度","23481","（旧）愛知県 一色町","","7274121","2735191","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1991100000","1991年度","23482","（旧）愛知県 吉良町","","6456280","2713089","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1991100000","1991年度","23483","（旧）愛知県 幡豆町","","3931453","1348649","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1991100000","1991年度","32304","（旧）島根県 東出雲町","","5251578","1051292","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1991100000","1991年度","32401","（旧）島根県 斐川町","","7966287","2318497","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1990100000","1990年度","03422","（旧）岩手県 藤沢町","","5609470","501166","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1990100000","1990年度","09321","（旧）栃木県 西方町","","2587002","736868","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1990100000","1990年度","09367","（旧）栃木県 岩舟町","","4257723","1665863","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1990100000","1990年度","11226","（旧）埼玉県 鳩ヶ谷市","","13111352","6456883","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1990100000","1990年度","23481","（旧）愛知県 一色町","","7136475","2721014","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1990100000","1990年度","23482","（旧）愛知県 吉良町","","6485241","2533491","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1990100000","1990年度","23483","（旧）愛知県 幡豆町","","3858710","1258744","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1990100000","1990年度","32304","（旧）島根県 東出雲町","","3850877","972884","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1990100000","1990年度","32401","（旧）島根県 斐川町","","7924469","2160980","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1989100000","1989年度","03422","（旧）岩手県 藤沢町","","4626761","460317","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1989100000","1989年度","09321","（旧）栃木県 西方町","","2447137","695422","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1989100000","1989年度","09367","（旧）栃木県 岩舟町","","3753444","1545843","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1989100000","1989年度","11226","（旧）埼玉県 鳩ヶ谷市","","12141766","6218461","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1989100000","1989年度","23481","（旧）愛知県 一色町","","6892961","2783203","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1989100000","1989年度","23482","（旧）愛知県 吉良町","","5753116","2362493","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1989100000","1989年度","23483","（旧）愛知県 幡豆町","","3503847","1221917","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1989100000","1989年度","32304","（旧）島根県 東出雲町","","3028274","953816","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1989100000","1989年度","32401","（旧）島根県 斐川町","","7812798","2122400","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","03422","（旧）岩手県 藤沢町","","4383046","441167","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","09321","（旧）栃木県 西方町","","1820046","590547","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","09367","（旧）栃木県 岩舟町","","3893876","1411702","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","11226","（旧）埼玉県 鳩ヶ谷市","","10910120","6047616","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","23481","（旧）愛知県 一色町","","5966876","2496823","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","23482","（旧）愛知県 吉良町","","4876189","2242612","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","23483","（旧）愛知県 幡豆町","","3412185","1171170","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","32304","（旧）島根県 東出雲町","","2509356","942298","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","32401","（旧）島根県 斐川町","","6818139","2153213","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1987100000","1987年度","03422","（旧）岩手県 藤沢町","","4207902","466083","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1987100000","1987年度","09321","（旧）栃木県 西方町","","1648164","539292","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1987100000","1987年度","09367","（旧）栃木県 岩舟町","","3348440","1332105","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1987100000","1987年度","11226","（旧）埼玉県 鳩ヶ谷市","","9763936","5650344","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1987100000","1987年度","23481","（旧）愛知県 一色町","","5507414","2299741","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1987100000","1987年度","23482","（旧）愛知県 吉良町","","4960655","2154107","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1987100000","1987年度","23483","（旧）愛知県 幡豆町","","2785253","1105967","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1987100000","1987年度","32304","（旧）島根県 東出雲町","","2370821","930266","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1987100000","1987年度","32401","（旧）島根県 斐川町","","6735142","2006275","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","03422","（旧）岩手県 藤沢町","","4060603","436786","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","09321","（旧）栃木県 西方町","","1564153","517815","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","09367","（旧）栃木県 岩舟町","","3214373","1210654","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","11226","（旧）埼玉県 鳩ヶ谷市","","9209136","5276611","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","23481","（旧）愛知県 一色町","","5276804","2184959","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","23482","（旧）愛知県 吉良町","","4907120","2018866","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","23483","（旧）愛知県 幡豆町","","2711506","1012971","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","32304","（旧）島根県 東出雲町","","2198349","885393","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","32401","（旧）島根県 斐川町","","5493684","1595621","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","03422","（旧）岩手県 藤沢町","","3510002","377627","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","09321","（旧）栃木県 西方町","","1505792","510774","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","09367","（旧）栃木県 岩舟町","","2688019","1114543","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","11226","（旧）埼玉県 鳩ヶ谷市","","8920529","4966751","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","23481","（旧）愛知県 一色町","","5019654","2063590","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","23482","（旧）愛知県 吉良町","","4403352","1819074","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","23483","（旧）愛知県 幡豆町","","2825417","953052","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","32304","（旧）島根県 東出雲町","","2139857","792983","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","32401","（旧）島根県 斐川町","","5451285","1502338","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","03422","（旧）岩手県 藤沢町","","3524723","344911","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","09321","（旧）栃木県 西方町","","1481581","427932","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","09367","（旧）栃木県 岩舟町","","2649624","1007767","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","11226","（旧）埼玉県 鳩ヶ谷市","","8913349","4695772","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","23481","（旧）愛知県 一色町","","5189548","1846160","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","23482","（旧）愛知県 吉良町","","4073977","1638657","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","23483","（旧）愛知県 幡豆町","","2736145","871795","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","32304","（旧）島根県 東出雲町","","2265053","729003","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","32401","（旧）島根県 斐川町","","4921221","1332472","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1983100000","1983年度","03422","（旧）岩手県 藤沢町","","3133241","314817","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1983100000","1983年度","09321","（旧）栃木県 西方町","","1398413","388723","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1983100000","1983年度","09367","（旧）栃木県 岩舟町","","3306896","942234","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1983100000","1983年度","11226","（旧）埼玉県 鳩ヶ谷市","","9019554","4199440","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1983100000","1983年度","23481","（旧）愛知県 一色町","","5144957","1690753","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1983100000","1983年度","23482","（旧）愛知県 吉良町","","4006442","1475551","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1983100000","1983年度","23483","（旧）愛知県 幡豆町","","2528335","818859","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1983100000","1983年度","32304","（旧）島根県 東出雲町","","2299768","710729","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1983100000","1983年度","32401","（旧）島根県 斐川町","","5042671","1304413","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1982100000","1982年度","03422","（旧）岩手県 藤沢町","","3342387","305017","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1982100000","1982年度","09321","（旧）栃木県 西方町","","1383515","370981","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1982100000","1982年度","09367","（旧）栃木県 岩舟町","","2853539","880188","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1982100000","1982年度","11226","（旧）埼玉県 鳩ヶ谷市","","8409717","3798607","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1982100000","1982年度","23481","（旧）愛知県 一色町","","4712194","1446768","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1982100000","1982年度","23482","（旧）愛知県 吉良町","","4012748","1363275","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1982100000","1982年度","23483","（旧）愛知県 幡豆町","","2728496","732158","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1982100000","1982年度","32304","（旧）島根県 東出雲町","","2199177","661117","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1982100000","1982年度","32401","（旧）島根県 斐川町","","4863525","1196416","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1981100000","1981年度","03422","（旧）岩手県 藤沢町","","3533653","279641","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1981100000","1981年度","09321","（旧）栃木県 西方町","","1362109","365449","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1981100000","1981年度","09367","（旧）栃木県 岩舟町","","3161668","797159","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1981100000","1981年度","11226","（旧）埼玉県 鳩ヶ谷市","","7914493","3526273","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1981100000","1981年度","23481","（旧）愛知県 一色町","","4812323","1322488","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1981100000","1981年度","23482","（旧）愛知県 吉良町","","3798777","1236725","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1981100000","1981年度","23483","（旧）愛知県 幡豆町","","2501309","674921","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1981100000","1981年度","32304","（旧）島根県 東出雲町","","2355805","618510","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1981100000","1981年度","32401","（旧）島根県 斐川町","","5087110","1085546","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","03422","（旧）岩手県 藤沢町","","3012648","249442","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","09321","（旧）栃木県 西方町","","1354966","310453","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","09367","（旧）栃木県 岩舟町","","2593243","720758","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","11226","（旧）埼玉県 鳩ヶ谷市","","7487785","3116107","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","23481","（旧）愛知県 一色町","","4628042","1169157","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","23482","（旧）愛知県 吉良町","","3882410","1095008","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","23483","（旧）愛知県 幡豆町","","2553622","595681","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","32304","（旧）島根県 東出雲町","","2094579","552934","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","32401","（旧）島根県 斐川町","","5584474","935039","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
