,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_みんなの党,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_庶民党,得票数_日本共産党,得票数_日本維新の会,得票数_民主党,得票数_民進党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_老人福祉人権党,得票数_老人福祉党,得票数_自由党,得票数_自由民主党,得票数_sum_v,得票率_みんなの党,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_庶民党,得票率_日本共産党,得票率_日本維新の会,得票率_民主党,得票率_民進党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_老人福祉人権党,得票率_老人福祉党,得票率_自由党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_庶民党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_老人福祉人権党,一人あたり得票率_老人福祉党,一人あたり得票率_自由党,一人あたり得票率_自由民主党,立候補者数_みんなの党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_庶民党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_民進党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_老人福祉人権党,立候補者数_老人福祉党,立候補者数_自由党,立候補者数_自由民主党,当選者数_みんなの党,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_庶民党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_民主党,当選者数_民進党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_老人福祉人権党,当選者数_老人福祉党,当選者数_自由党,当選者数_自由民主党
中津市議会議員選挙（2003年04月27日投票）,中津市議会議員選挙,大分県,中津市,20030427.0,2003.0,4.0,27.0,20030420.0,76.47,26.0,33.0,1.2692307692307692,51508.0,,,,任期満了,,,,,中津市議会議員選挙（2003年04月27日投票）,1.0,33.0,26.0,1.2692307692307692,0.0,0.0,0.0,0.15151515151515152,0.11538461538461539,0.6363636363636364,0.3333333333333333,0.030303030303030304,0.6538461538461539,0.3076923076923077,0.038461538461538464,0.6421910227505636,0.33300881328141013,0.024800163968026236,0.03058052489288398,0.030273528480128195,0.024800163968026236,39032.0,5.0,55.24242424242424,7.207026466351087,38.0,50.0,55.0,60.0,75.0,55.57692307692308,7.711994039871006,38.0,50.25,55.0,60.0,75.0,,2964.0,,,,2367.1099999999997,,,,31588.89,805.0,,,,,1307.0,39032.0,,0.07593769215003074,,,,0.060645367903258855,,,,0.8093074912891985,0.020624103299856526,,,,,0.03348534535765526,1.0,,0.03796884607501537,,,,0.030322683951629428,,,,0.029974351529229577,0.020624103299856526,,,,,0.03348534535765526,,2.0,,,,2.0,,,,27.0,1.0,,,,,1.0,,2.0,,,,2.0,,,,21.0,0.0,,,,,1.0
中津市議会議員選挙（2007年04月22日投票）,中津市議会議員選挙,大分県,中津市,20070422.0,2007.0,4.0,22.0,20070415.0,76.22,30.0,49.0,1.6333333333333333,67779.0,,,16271.0,任期満了,76.47,,,,中津市議会議員選挙（2007年04月22日投票）,1.0,49.0,30.0,1.6333333333333333,0.0,0.0,0.0,0.08163265306122448,0.13333333333333333,0.6938775510204082,0.16326530612244897,0.14285714285714285,0.7666666666666667,0.1,0.13333333333333333,0.7456307229738964,0.12173216970264941,0.13263710732345418,0.02193031538158519,0.015216521212831177,0.018948158189064885,51219.0,5.0,57.326530612244895,9.19047367281445,33.0,54.0,58.0,64.0,88.0,56.1,7.318242047559418,33.0,53.25,57.0,60.0,68.0,,3377.0,,,,3272.46,,622.0,,42894.54,,,,,,1053.0,51219.0,,0.06593256408754564,,,,0.06389152462953201,,0.012143930963119155,,0.8374732033034616,,,,,,0.02055877701634159,1.0,,0.03296628204377282,,,,0.02129717487651067,,0.012143930963119155,,0.019939838173891944,,,,,,0.02055877701634159,,2.0,,,,3.0,,1.0,,42.0,,,,,,1.0,,2.0,,,,2.0,,0.0,,25.0,,,,,,1.0
中津市議会議員選挙（2011年04月24日投票）,中津市議会議員選挙,大分県,中津市,20110424.0,2011.0,4.0,24.0,20110417.0,70.61,28.0,33.0,1.1785714285714286,67847.0,,,68.0,任期満了,76.22,,,,中津市議会議員選挙（2011年04月24日投票）,1.0,33.0,28.0,1.1785714285714286,0.0,0.0,0.0,0.12121212121212122,0.14285714285714285,0.696969696969697,0.24242424242424243,0.06060606060606061,0.7142857142857143,0.21428571428571427,0.07142857142857142,0.6880677866070865,0.2531458803195413,0.058786333073372256,0.029915990722047238,0.031643235039942666,0.029393166536686128,47443.0,3.0,,,,,,,,56.67857142857143,8.19430800455227,37.0,51.75,58.5,61.25,72.0,,3512.0,,,,3887.0,,,,40044.0,,,,,,,47443.0,,0.07402567291275847,,,,0.0819298948211538,,,,0.8440444322660877,,,,,,,1.0,,0.03701283645637923,,,,0.0273099649403846,,,,0.030144444009503134,,,,,,,,2.0,,,,3.0,,,,28.0,,,,,,,,2.0,,,,3.0,,,,23.0,,,,,,
中津市議会議員選挙（2015年04月26日投票）,中津市議会議員選挙,大分県,中津市,20150426.0,2015.0,4.0,26.0,20150419.0,61.43,26.0,27.0,1.0384615384615383,67645.0,,,-202.0,任期満了,70.61,,,,中津市議会議員選挙（2015年04月26日投票）,1.0,27.0,26.0,1.0384615384615385,0.0,0.0,0.0,0.18518518518518517,0.19230769230769232,0.7407407407407407,0.25925925925925924,0.0,0.7692307692307693,0.23076923076923078,0.0,0.7526873875188482,0.2473126124811518,,0.03763436937594241,0.035330373211593116,,41118.0,4.0,59.629629629629626,6.418423414054658,41.0,55.5,59.0,64.0,73.0,59.34615384615385,6.372671868656202,41.0,55.25,59.0,63.75,73.0,,3690.0,,,,3803.01,,,,31902.989999999998,,,,,,1722.0,41118.0,,0.0897417189552021,,,,0.09249015029913907,,,,0.7758886618998978,,,,,,0.04187946884576098,1.0,,0.04487085947760105,,,,0.030830050099713024,,,,0.03694707913809037,,,,,,0.04187946884576098,,2.0,,,,3.0,,,,21.0,,,,,,1.0,,2.0,,,,3.0,,,,20.0,,,,,,1.0
中津市議会議員選挙（2019年04月21日投票）,中津市議会議員選挙,大分県,中津市,20190421.0,2019.0,4.0,21.0,20190414.0,57.82,24.0,28.0,1.1666666666666667,67848.0,,,203.0,任期満了,61.43,,,,中津市議会議員選挙（2019年04月21日投票）,1.0,28.0,24.0,1.1666666666666667,0.0,0.0,0.0,0.21428571428571427,0.20833333333333334,0.75,0.25,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8442525773195876,0.15574742268041236,,0.040202503681885125,0.02224963181148748,,38800.0,5.0,59.964285714285715,7.674085068114183,42.0,57.0,62.0,66.0,70.0,59.208333333333336,7.98946789355976,42.0,56.75,61.0,64.5,70.0,,3726.0,,596.0,,3803.0,,,,29130.0,,,,,,1545.0,38800.0,,0.09603092783505154,,0.01536082474226804,,0.09801546391752577,,,,0.7507731958762887,,,,,,0.03981958762886598,1.0,,0.04801546391752577,,0.01536082474226804,,0.032671821305841925,,,,0.03575110456553755,,,,,,0.03981958762886598,,2.0,,1.0,,3.0,,,,21.0,,,,,,1.0,,2.0,,0.0,,3.0,,,,18.0,,,,,,1.0
九重町議会議員補欠選挙（2016年10月16日投票）,九重町議会議員補欠選挙,大分県,九重町,20161016.0,2016.0,10.0,16.0,20161011.0,無投票,1.0,1.0,1.0,,,,,任期満了,,,,,九重町議会議員補欠選挙（2016年10月16日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,0.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九重町議会議員選挙（2007年02月04日投票）,九重町議会議員選挙,大分県,九重町,20070204.0,2007.0,2.0,4.0,20070130.0,無投票,13.0,13.0,1.0,9621.0,,,,任期満了,,,,,九重町議会議員選挙（2007年02月04日投票）,1.0,13.0,13.0,1.0,1.0,1.0,0.0,0.07692307692307693,0.07692307692307693,0.8461538461538461,0.15384615384615385,0.0,0.8461538461538461,0.15384615384615385,0.0,,,,,,,0.0,1.0,60.23076923076923,7.287015281716948,47.0,55.0,61.0,65.0,71.0,60.23076923076923,7.287015281716948,47.0,55.0,61.0,65.0,71.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,13.0,,,,,,
九重町議会議員選挙（2011年02月06日投票）,九重町議会議員選挙,大分県,九重町,20110206.0,2011.0,2.0,6.0,20110201.0,80.7,13.0,15.0,1.1538461538461535,9165.0,,,-456.0,任期満了,,,,,九重町議会議員選挙（2011年02月06日投票）,1.0,15.0,13.0,1.1538461538461537,0.0,0.0,0.0,0.13333333333333333,0.07692307692307693,0.5333333333333333,0.4666666666666667,0.0,0.6153846153846154,0.38461538461538464,0.0,0.5570285012955134,0.44297149870448654,,0.06962856266193918,0.06328164267206951,,7333.0,1.0,57.86666666666667,6.984427121978023,47.0,51.5,59.0,61.0,75.0,58.92307692307692,6.9111007523742165,47.0,56.0,59.0,62.0,75.0,,,,,,,,,,7333.0,,,,,,,7333.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,0.06666666666666667,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,13.0,,,,,,
九重町議会議員選挙（2015年02月08日投票）,九重町議会議員選挙,大分県,九重町,20150208.0,2015.0,2.0,8.0,20150203.0,75.37,13.0,14.0,1.0769230769230769,8664.0,,,-501.0,任期満了,80.7,,,,九重町議会議員選挙（2015年02月08日投票）,1.0,14.0,13.0,1.0769230769230769,0.0,0.0,0.0,0.14285714285714285,0.15384615384615385,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.7692307692307693,0.15384615384615385,0.07692307692307693,0.7842894696149683,0.15122931807638781,0.06448121230864388,0.07129904269226985,0.07561465903819391,0.06448121230864388,6467.0,1.0,63.42857142857143,6.275966467568228,54.0,62.0,63.0,65.75,79.0,62.84615384615385,6.137478232405752,54.0,62.0,63.0,65.0,79.0,,,,,,,,,,6467.0,,,,,,,6467.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,0.07142857142857142,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,13.0,,,,,,
九重町議会議員選挙（2019年02月03日投票）,九重町議会議員選挙,大分県,九重町,20190203.0,2019.0,2.0,3.0,20190129.0,75.25,12.0,15.0,1.25,8178.0,,,-486.0,任期満了,75.37,,,,九重町議会議員選挙（2019年02月03日投票）,1.0,15.0,12.0,1.25,0.0,0.0,0.0,0.13333333333333333,0.16666666666666666,0.7333333333333333,0.26666666666666666,0.0,0.75,0.25,0.0,0.803389272787101,0.196610727212899,,0.073035388435191,0.04915268180322475,,6078.0,1.0,62.733333333333334,7.5141348285895315,39.0,58.5,66.0,67.0,70.0,63.833333333333336,4.199867722784718,58.0,58.75,65.5,67.0,70.0,,,,,,,,,,6078.0,,,,,,,6078.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,0.06666666666666667,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,12.0,,,,,,
佐伯市議会議員選挙（2005年04月17日投票）,佐伯市議会議員選挙,大分県,佐伯市,20050417.0,2005.0,4.0,17.0,20050410.0,82.6,0.0,66.0,,68856.0,,,,その他,,,,,佐伯市議会議員選挙（2005年04月17日投票）,9.0,66.0,44.0,1.5,0.0,0.0,0.0,0.045454545454545456,0.022727272727272728,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.015151515151515152,,56038.0,5.0,57.196969696969695,7.532192921799265,31.0,54.0,58.0,62.75,71.0,56.72727272727273,8.30761872774743,31.0,53.75,57.5,62.25,70.0,,3483.73,,,,1042.0,,,,44048.0,4218.0,,,,,3246.27,56038.0,,0.06216727934615796,,,,0.01859452514365252,,,,0.7860380456119062,0.07527035226096578,,,,,0.05792979763731754,1.0,,0.03108363967307898,,,,0.01859452514365252,,,,0.013790141151086073,0.025090117420321925,,,,,0.019309932545772512,,2.0,,,,1.0,,,,57.0,3.0,,,,,3.0,,2.0,,,,1.0,,,,35.0,3.0,,,,,3.0
佐伯市議会議員選挙（2009年04月12日投票）,佐伯市議会議員選挙,大分県,佐伯市,20090412.0,2009.0,4.0,12.0,20090405.0,78.72,30.0,33.0,1.1,67000.0,,,-1856.0,任期満了,82.6,,,,佐伯市議会議員選挙（2009年04月12日投票）,1.0,33.0,30.0,1.1,0.0,0.0,0.0,0.030303030303030304,0.03333333333333333,0.696969696969697,0.30303030303030304,0.0,0.7,0.3,0.0,0.6624670741819163,0.33753292581808364,,0.02880291626877897,0.03375329258180836,,51859.0,6.0,56.96969696969697,7.366940273891308,35.0,54.0,59.0,62.0,67.0,57.03333333333333,7.678903278174269,35.0,54.75,59.0,62.0,67.0,,4754.23,,,,1349.0,,2354.16,,40760.61,1511.0,,,,,1130.0,51859.0,,0.0916760832256696,,,,0.026012842515281822,,0.045395399062843476,,0.785989124356428,0.029136697583833086,,,,,0.021789853255944003,1.0,,0.0458380416128348,,,,0.026012842515281822,,0.045395399062843476,,0.029110708309497333,0.029136697583833086,,,,,0.021789853255944003,,2.0,,,,1.0,,1.0,,27.0,1.0,,,,,1.0,,2.0,,,,1.0,,1.0,,24.0,1.0,,,,,1.0
佐伯市議会議員選挙（2013年04月14日投票）,佐伯市議会議員選挙,大分県,佐伯市,20130414.0,2013.0,4.0,14.0,20130407.0,73.58,26.0,28.0,1.0769230769230769,,,,,任期満了,78.72,,,,佐伯市議会議員選挙（2013年04月14日投票）,1.0,28.0,26.0,1.0769230769230769,0.0,0.0,0.0,0.03571428571428571,0.038461538461538464,0.7142857142857143,0.2857142857142857,0.0,0.7692307692307693,0.23076923076923078,0.0,0.7158957501760976,0.2841042498239023,,0.03579478750880488,0.03551303122798779,,46849.0,7.0,57.32142857142857,8.631559912936494,39.0,51.0,61.0,63.0,69.0,57.42307692307692,8.307425209381512,39.0,51.5,61.0,63.0,69.0,,4808.0,,,,1534.0,2271.0,2075.0,,30543.0,1575.0,,,,,4043.0,46849.0,,0.10262759077034729,,,,0.032743495058592496,0.04847488740421354,0.04429123353753549,,0.6519456124997332,0.03361864714294862,,,,,0.08629853358662938,1.0,,0.051313795385173645,,,,0.032743495058592496,0.04847488740421354,0.04429123353753549,,0.034312926973670166,0.03361864714294862,,,,,0.028766177862209794,,2.0,,,,1.0,1.0,1.0,,19.0,1.0,,,,,3.0,,2.0,,,,1.0,1.0,1.0,,17.0,1.0,,,,,3.0
佐伯市議会議員選挙（2017年04月09日投票）,佐伯市議会議員選挙,大分県,佐伯市,20170409.0,2017.0,4.0,9.0,20170402.0,62.41,25.0,26.0,1.04,62874.0,,,,任期満了/市選管は、5月4日清家儀太郎市議が死去して市議に欠員が生じたことを受け、先月９日の市議選で次点だった幸福実現党の新人、菅さとみ氏（４９）の繰り上げ当選を決めた（2017/05/11）,73.58,,,,佐伯市議会議員選挙（2017年04月09日投票）,1.0,26.0,25.0,1.04,0.0,0.0,0.0,0.07692307692307693,0.08,0.6923076923076923,0.3076923076923077,0.0,0.72,0.28,0.0,0.6742012717864223,0.32579872821357775,,0.03745562621035679,0.04072484102669722,,38843.0,7.0,58.65384615384615,8.935419183022773,36.0,52.75,62.0,65.0,73.0,59.04,8.897100651335805,36.0,55.0,62.0,65.0,73.0,,4027.87,,652.0,,1364.0,,,1934.66,25707.13,1603.0,,,,,3554.34,38843.0,,0.10369616147053523,,0.016785521200731148,,0.035115722266560255,,,0.04980717246350694,0.6618214350075947,0.04126869706253379,,,,,0.09150529052853797,1.0,,0.051848080735267615,,0.016785521200731148,,0.035115722266560255,,,0.04980717246350694,0.03893067264750557,0.04126869706253379,,,,,0.030501763509512655,,2.0,,1.0,,1.0,,,1.0,17.0,1.0,,,,,3.0,,2.0,,0.0,,1.0,,,1.0,17.0,1.0,,,,,3.0
佐伯市議会議員選挙（2021年04月11日投票）,佐伯市議会議員選挙,大分県,佐伯市,20210411.0,2021.0,4.0,11.0,20210404.0,66.86,25.0,26.0,1.04,59352.0,27200.0,32152.0,-3522.0,任期満了,62.41,,,,佐伯市議会議員選挙（2021年04月11日投票）,1.0,26.0,25.0,1.04,0.0,0.0,0.0,0.11538461538461539,0.12,0.6538461538461539,0.34615384615384615,0.0,0.68,0.32,0.0,0.6521649854983188,0.3478350145016812,,0.03836264620578346,0.03864833494463124,,38961.0,5.0,56.34615384615385,10.118309024476021,35.0,48.5,57.5,65.75,70.0,56.6,10.23718711365578,35.0,48.0,59.0,66.0,70.0,,4171.0,,,,1460.0,,,,29133.0,,1684.0,,,,2513.0,38961.0,,0.10705577372244039,,,,0.03747337080670414,,,,0.7477477477477478,,0.04322270988937656,,,,0.06450039783373117,1.0,,0.053527886861220196,,,,0.03747337080670414,,,,0.03738738738738739,,0.04322270988937656,,,,0.032250198916865584,,2.0,,,,1.0,,,,20.0,,1.0,,,,2.0,,2.0,,,,1.0,,,,19.0,,1.0,,,,2.0
別府市議会議員補欠選挙（2006年05月21日投票）,別府市議会議員補欠選挙,大分県,別府市,20060521.0,2006.0,5.0,21.0,20060514.0,無投票,2.0,2.0,1.0,100296.0,,,,その他,,,,,別府市議会議員補欠選挙（2006年05月21日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,0.0,1.0,47.5,14.5,33.0,40.25,47.5,54.75,62.0,47.5,14.5,33.0,40.25,47.5,54.75,62.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,
別府市議会議員選挙（2003年04月27日投票）,別府市議会議員選挙,大分県,別府市,20030427.0,2003.0,4.0,27.0,20030420.0,73.44,31.0,34.0,1.0967741935483872,100567.0,,,,任期満了,,,,,別府市議会議員選挙（2003年04月27日投票）,1.0,34.0,31.0,1.096774193548387,0.0,0.0,0.0,0.08823529411764706,0.0967741935483871,0.7352941176470589,0.23529411764705882,0.029411764705882353,0.8064516129032258,0.1935483870967742,0.0,0.7266237369554415,0.2549344321130805,0.018441830931478106,0.02906494947821766,0.03186680401413506,0.018441830931478106,72444.0,5.0,56.705882352941174,10.106868403582569,28.0,52.25,56.5,61.75,79.0,56.645161290322584,10.508209961115575,28.0,52.0,57.0,61.5,79.0,,10316.26,,,,4823.0,,,,25686.47,7431.0,,,,,24187.27,72444.0,,0.1424032356026724,,,,0.06657556181326266,,,,0.3545700126994644,0.10257578267351333,,,,,0.3338754072110872,1.0,,0.0356008089006681,,,,0.02219185393775422,,,,0.0295475010582887,0.03419192755783778,,,,,0.027822950600923935,,4.0,,,,3.0,,,,12.0,3.0,,,,,12.0,,4.0,,,,3.0,,,,9.0,3.0,,,,,12.0
別府市議会議員選挙（2007年04月22日投票）,別府市議会議員選挙,大分県,別府市,20070422.0,2007.0,4.0,22.0,20070415.0,61.99,29.0,33.0,1.137931034482759,100251.0,,,-316.0,任期満了,73.44,,,,別府市議会議員選挙（2007年04月22日投票）,1.0,33.0,29.0,1.1379310344827587,0.0,0.0,0.0,0.09090909090909091,0.10344827586206896,0.6363636363636364,0.30303030303030304,0.06060606060606061,0.7241379310344828,0.20689655172413793,0.06896551724137931,0.607689916901132,0.29664823660276124,0.09566184649610679,0.028937615090530097,0.029664823660276125,0.047830923248053395,61132.0,5.0,55.09090909090909,10.618347860885226,32.0,48.0,56.0,62.0,74.0,56.96551724137931,9.267975111290268,32.0,49.0,57.0,63.0,74.0,,9108.0,,,,4538.0,,,,24947.7,1653.0,,,,,20885.3,61132.0,,0.14898907282601584,,,,0.07423280769482432,,,,0.4080955964143166,0.027039848197343452,,,,,0.34164267486749983,1.0,,0.03724726820650396,,,,0.024744269231608107,,,,0.03139196895494743,0.027039848197343452,,,,,0.028470222905624985,,4.0,,,,3.0,,,,13.0,1.0,,,,,12.0,,4.0,,,,3.0,,,,9.0,1.0,,,,,12.0
別府市議会議員選挙（2011年04月24日投票）,別府市議会議員選挙,大分県,別府市,20110424.0,2011.0,4.0,24.0,20110417.0,64.29,25.0,31.0,1.24,99042.0,,,-1209.0,任期満了,61.99,,,,別府市議会議員選挙（2011年04月24日投票）,1.0,31.0,25.0,1.24,0.0,0.0,0.0,0.0967741935483871,0.04,0.7741935483870968,0.22580645161290322,0.0,0.8,0.2,0.0,0.8154180413615515,0.18458195863844853,,0.03397575172339798,0.026368851234064076,,62135.0,4.0,,,,,,,,56.52,10.79674024879732,27.0,52.0,58.0,62.0,76.0,,9444.0,,,,5214.0,,,,23560.0,,,,,,23917.0,62135.0,,0.15199163112577452,,,,0.08391405809929992,,,,0.37917437836967893,,,,,,0.38491993240524663,1.0,,0.03799790778144363,,,,0.02797135269976664,,,,0.03159786486413991,,,,,,0.032076661033770555,,4.0,,,,3.0,,,,12.0,,,,,,12.0,,4.0,,,,2.0,,,,10.0,,,,,,9.0
別府市議会議員選挙（2015年04月26日投票）,別府市議会議員選挙,大分県,別府市,20150426.0,2015.0,4.0,26.0,20150419.0,63.77,25.0,32.0,1.28,,,,,任期満了,64.29,,,,別府市議会議員選挙（2015年04月26日投票）,1.0,32.0,25.0,1.28,0.0,0.0,0.0,0.0625,0.0,0.6875,0.25,0.0625,0.8,0.16,0.04,0.7462217043941411,0.1933255659121172,0.060452729693741686,0.03391916838155187,0.02416569573901465,0.030226364846870843,60080.0,4.0,58.375,11.534594704626599,31.0,51.5,60.0,66.0,80.0,59.92,11.373372411030951,31.0,55.0,61.0,66.0,80.0,,9162.0,,,,4390.0,,,,22846.0,,,,,,23682.000000000004,60080.0,,0.15249667110519308,,,,0.07306924101198402,,,,0.3802596537949401,,,,,,0.3941744340878829,1.0,,0.03812416777629827,,,,0.03653462050599201,,,,0.029250742599610777,,,,,,0.03032111031445253,,4.0,,,,2.0,,,,13.0,,,,,,13.0,,4.0,,,,2.0,,,,9.0,,,,,,10.0
別府市議会議員選挙（2019年04月21日投票）,別府市議会議員選挙,大分県,別府市,20190421.0,2019.0,4.0,21.0,20190414.0,52.27,25.0,34.0,1.36,95962.0,,,,任期満了,63.77,,,,別府市議会議員選挙（2019年04月21日投票）,1.0,34.0,25.0,1.36,0.0,0.0,0.0,0.058823529411764705,0.08,0.5882352941176471,0.35294117647058826,0.058823529411764705,0.8,0.12,0.08,0.6745332447479692,0.23357311216249543,0.0918936430895354,0.03372666223739846,0.019464426013541286,0.0459468215447677,49491.998,6.0,58.029411764705884,13.109236290668022,29.0,47.0,60.5,67.5,84.0,60.92,12.995137552176969,29.0,57.0,63.0,70.0,84.0,,7544.0,844.0,,322.0,3116.0,,,,21776.0,,,,,,15889.998,49491.998,,0.15242868150119945,0.017053261822244477,,0.006506102259197537,0.06295967279397369,,,,0.43999031924312293,,,,,,0.32106196238026197,1.0,,0.03810717037529986,0.017053261822244477,,0.006506102259197537,0.03147983639698684,,,,0.027499394952695183,,,,,,0.0321061962380262,,4.0,1.0,,1.0,2.0,,,,16.0,,,,,,10.0,,4.0,0.0,,0.0,2.0,,,,9.0,,,,,,10.0
