,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_みんなの党,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_庶民党,得票数_日本共産党,得票数_日本維新の会,得票数_民主党,得票数_民進党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_老人福祉人権党,得票数_老人福祉党,得票数_自由党,得票数_自由民主党,得票数_sum_v,得票率_みんなの党,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_庶民党,得票率_日本共産党,得票率_日本維新の会,得票率_民主党,得票率_民進党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_老人福祉人権党,得票率_老人福祉党,得票率_自由党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_庶民党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_老人福祉人権党,一人あたり得票率_老人福祉党,一人あたり得票率_自由党,一人あたり得票率_自由民主党,立候補者数_みんなの党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_庶民党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_民進党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_老人福祉人権党,立候補者数_老人福祉党,立候補者数_自由党,立候補者数_自由民主党,当選者数_みんなの党,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_庶民党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_民主党,当選者数_民進党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_老人福祉人権党,当選者数_老人福祉党,当選者数_自由党,当選者数_自由民主党
日出町議会議員補欠選挙（2016年08月28日投票）,日出町議会議員補欠選挙,大分県,日出町,20160828.0,2016.0,8.0,28.0,20160823.0,58.48,1.0,3.0,3.0,23418.0,,,212.0,任期満了,31.07,,,,日出町議会議員補欠選挙（2016年08月28日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,,0.3843769866497139,0.6156230133502861,,0.3843769866497139,0.30781150667514307,12584.0,0.0,64.0,1.632993161855452,62.0,63.0,64.0,65.0,66.0,66.0,0.0,66.0,66.0,66.0,66.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日出町議会議員選挙（2006年03月26日投票）,日出町議会議員選挙,大分県,日出町,20060326.0,2006.0,3.0,26.0,20060321.0,70.62,16.0,17.0,1.0625,22201.0,,,,任期満了,,,,,日出町議会議員選挙（2006年03月26日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.058823529411764705,,,15544.99,3.0,59.88235294117647,8.844289303680496,41.0,53.0,61.0,67.0,75.0,60.0625,9.086175969570476,41.0,52.75,62.0,67.25,75.0,,1460.26,,,,1036.02,,,,13048.710000000001,,,,,,,15544.990000000002,,0.09393766094413697,,,,0.06664655300518044,,,,0.8394157860506826,,,,,,,1.0,,0.09393766094413697,,,,0.06664655300518044,,,,0.055961052403378835,,,,,,,,1.0,,,,1.0,,,,15.0,,,,,,,,1.0,,,,1.0,,,,14.0,,,,,,
日出町議会議員選挙（2010年03月28日投票）,日出町議会議員選挙,大分県,日出町,20100328.0,2010.0,3.0,28.0,20100323.0,65.33,16.0,19.0,1.1875,22705.0,,,504.0,任期満了,70.62,,,,日出町議会議員選挙（2010年03月28日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.05263157894736842,0.0625,0.6842105263157895,0.21052631578947367,0.10526315789473684,0.75,0.1875,0.0625,0.7289865922548152,0.1770911318314844,0.0939222759137004,0.05607589171190886,0.0442727829578711,0.0469611379568502,14693.0,4.0,62.578947368421055,9.604361889944558,45.0,56.5,65.0,71.0,80.0,61.125,8.72406871820712,45.0,56.25,62.0,68.75,72.0,,1430.0,,,,1037.69,,,,12201.31,,,24.0,,,,14693.0,,0.09732525692506636,,,,0.0706247873136868,,,,0.8304165248757912,,,0.001633430885455659,,,,1.0,,0.09732525692506636,,,,0.0706247873136868,,,,0.05190103280473695,,,0.001633430885455659,,,,,1.0,,,,1.0,,,,16.0,,,1.0,,,,,1.0,,,,1.0,,,,14.0,,,0.0,,,
日出町議会議員選挙（2014年03月30日投票）,日出町議会議員選挙,大分県,日出町,20140330.0,2014.0,3.0,30.0,20140325.0,62.16,16.0,20.0,1.25,,,,,任期満了,65.33,,,,日出町議会議員選挙（2014年03月30日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.05,0.0625,0.6,0.4,0.0,0.625,0.375,0.0,0.6371747801762274,0.36282521982377264,,0.05309789834801895,0.04535315247797158,,14116.99,4.0,59.2,10.957189420649804,36.0,52.75,59.5,64.5,79.0,57.75,9.640409742329421,36.0,52.75,58.5,62.25,76.0,,1226.0,,,,777.53,,,,12087.46,,,,26.0,,,14116.99,,0.08684570861068826,,,,0.055077605070202644,,,,0.8562349339342168,,,,0.0018417523848922469,,,1.0,,0.08684570861068826,,,,0.055077605070202644,,,,0.05036676081965981,,,,0.0018417523848922469,,,,1.0,,,,1.0,,,,17.0,,,,1.0,,,,1.0,,,,1.0,,,,14.0,,,,0.0,,
日出町議会議員選挙（2018年03月25日投票）,日出町議会議員選挙,大分県,日出町,20180325.0,2018.0,3.0,25.0,20180320.0,61.88,16.0,20.0,1.25,23462.0,,,,任期満了,62.16,,,,日出町議会議員選挙（2018年03月25日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.15,0.1875,0.6,0.4,0.0,0.6875,0.3125,0.0,0.6599407072470697,0.3400592927529304,,0.05499505893725581,0.0425074115941163,,14392.99,0.0,57.2,9.967948635501688,35.0,49.75,59.5,64.25,74.0,57.4375,8.86685365560975,35.0,52.25,59.5,64.25,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日田市議会議員増員選挙（2005年04月24日投票）,日田市議会議員増員選挙,大分県,日田市,20050424.0,2005.0,4.0,24.0,20050417.0,83.53,0.0,14.0,,11697.0,,,,その他,,,,,日田市議会議員増員選挙（2005年04月24日投票）,5.0,14.0,8.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.07142857142857142,,9678.0,2.0,56.07142857142857,5.457161555689731,47.0,51.5,55.0,60.0,66.0,54.75,5.562148865321747,47.0,51.0,53.5,57.0,66.0,,,,,,1347.0,,,,8331.0,,,,,,,9678.0,,,,,,0.13918164910105393,,,,0.8608183508989461,,,,,,,1.0,,,,,,0.13918164910105393,,,,0.06621679622299585,,,,,,,,,,,,1.0,,,,13.0,,,,,,,,,,,,1.0,,,,7.0,,,,,,
日田市議会議員選挙（1999年04月25日投票）,日田市議会議員選挙,大分県,日田市,19990425.0,1999.0,4.0,25.0,19990418.0,79.4,26.0,27.0,1.0384615384615383,48602.0,,,,任期満了,,,,,日田市議会議員選挙（1999年04月25日投票）,1.0,27.0,26.0,1.0384615384615385,0.0,0.0,0.0,0.07407407407407407,0.07692307692307693,0.7777777777777778,0.2222222222222222,0.0,0.8076923076923077,0.19230769230769232,0.0,0.789252397845224,0.21074760215477598,,0.03758344751643924,0.03512460035912933,,38055.0,4.0,58.77777777777778,6.865551869233515,46.0,52.0,60.0,64.0,72.0,58.61538461538461,6.94526359402813,46.0,52.0,59.0,64.5,72.0,,3703.0,,,,3574.0,,,,24063.0,6715.0,,,,,,38055.0,,0.0973065300223361,,,,0.09391669951386152,,,,0.6323216397319669,0.1764551307318355,,,,,,1.0,,0.04865326501116805,,,,0.04695834975693076,,,,0.03512897998510927,0.0352910261463671,,,,,,,2.0,,,,2.0,,,,18.0,5.0,,,,,,,2.0,,,,2.0,,,,17.0,5.0,,,,,
日田市議会議員選挙（2003年04月27日投票）,日田市議会議員選挙,大分県,日田市,20030427.0,2003.0,4.0,27.0,20030420.0,81.05,26.0,35.0,1.3461538461538465,48812.0,,,210.0,任期満了,79.4,,,,日田市議会議員選挙（2003年04月27日投票）,1.0,35.0,26.0,1.3461538461538463,0.0,0.0,0.0,0.14285714285714285,0.11538461538461539,0.4857142857142857,0.5142857142857142,0.0,0.46153846153846156,0.5384615384615384,0.0,0.4510114425827544,0.5489885574172456,,0.026530084857809083,0.03049936430095809,,39152.0,4.0,57.31428571428572,7.995611040962871,29.0,54.5,57.0,61.0,70.0,56.69230769230769,8.235800044128311,29.0,54.25,57.0,60.0,69.0,,3074.0,,,,2967.0,,,,29064.0,4047.0,,,,,,39152.0,,0.07851450756027789,,,,0.07578156926849203,,,,0.7423375561912546,0.10336636697997548,,,,,,1.0,,0.039257253780138945,,,,0.025260523089497344,,,,0.028551444468894408,0.02584159174499387,,,,,,,2.0,,,,3.0,,,,26.0,4.0,,,,,,,2.0,,,,2.0,,,,19.0,3.0,,,,,
日田市議会議員選挙（2007年04月22日投票）,日田市議会議員選挙,大分県,日田市,20070422.0,2007.0,4.0,22.0,20070415.0,78.51,28.0,35.0,1.25,59677.0,,,10865.0,任期満了,81.05,,,,日田市議会議員選挙（2007年04月22日投票）,1.0,35.0,28.0,1.25,0.0,0.0,0.0,0.11428571428571428,0.10714285714285714,0.7714285714285715,0.14285714285714285,0.08571428571428572,0.8571428571428571,0.14285714285714285,0.0,0.8128057584965841,0.1513760479300015,0.03581819357341436,0.030103916981354967,0.0302752095860003,0.011939397857804788,46401.0,5.0,58.2,7.550969663370583,33.0,54.5,59.0,63.5,71.0,57.035714285714285,7.622720468896834,33.0,53.0,57.5,62.25,70.0,,3073.0,,,,4076.49,,1345.0,,36380.26,1526.25,,,,,,46401.0,,0.06622702096937566,,,,0.08785349453675567,,0.02898644425766686,,0.7840404301631431,0.03289261007305877,,,,,,1.0,,0.03311351048468783,,,,0.029284498178918556,,0.02898644425766686,,0.028001443934397966,0.03289261007305877,,,,,,,2.0,,,,3.0,,1.0,,28.0,1.0,,,,,,,2.0,,,,3.0,,1.0,,21.0,1.0,,,,,
日田市議会議員選挙（2011年04月24日投票）,日田市議会議員選挙,大分県,日田市,20110424.0,2011.0,4.0,24.0,20110417.0,69.31,24.0,25.0,1.0416666666666667,57977.0,,,-1700.0,任期満了,78.51,,,,日田市議会議員選挙（2011年04月24日投票）,1.0,25.0,24.0,1.0416666666666667,0.0,0.0,0.0,0.08,0.08333333333333333,0.68,0.32,0.0,0.7083333333333334,0.2916666666666667,0.0,0.7194676211842403,0.2805323788157596,,0.04232162477554355,0.03506654735196995,,39671.0,5.0,,,,,,,,58.75,7.784867800204873,29.0,55.75,59.5,63.0,70.0,,3175.0,,,,4206.0,,1725.0,,28753.0,1812.0,,,,,,39671.0,,0.08003327367598498,,,,0.1060220312066749,,0.0434826447530942,,0.7247863678757783,0.045675682488467644,,,,,,1.0,,0.04001663683799249,,,,0.035340677068891636,,0.0434826447530942,,0.04026590932643213,0.045675682488467644,,,,,,,2.0,,,,3.0,,1.0,,18.0,1.0,,,,,,,2.0,,,,3.0,,1.0,,17.0,1.0,,,,,
日田市議会議員選挙（2015年04月26日投票）,日田市議会議員選挙,大分県,日田市,20150426.0,2015.0,4.0,26.0,20150419.0,68.65,22.0,28.0,1.2727272727272727,,,,,任期満了,69.31,,,,日田市議会議員選挙（2015年04月26日投票）,1.0,28.0,22.0,1.2727272727272727,0.0,0.0,0.0,0.10714285714285714,0.045454545454545456,0.6071428571428571,0.39285714285714285,0.0,0.6363636363636364,0.36363636363636365,0.0,0.5952706972824942,0.4047293027175058,,0.03501592336955848,0.036793572974318706,,37976.0,5.0,,,,,,,,,,,,,,,,2887.8199999999997,,,,3392.0,,1501.0,,28695.18,1500.0,,,,,,37976.0,,0.07604329049926269,,,,0.08931957025489783,,0.03952496313461133,,0.7556135453970929,0.039498630714135244,,,,,,1.0,,0.03802164524963134,,,,0.029773190084965942,,0.03952496313461133,,0.035981597399861565,0.039498630714135244,,,,,,,2.0,,,,3.0,,1.0,,21.0,1.0,,,,,,,2.0,,,,2.0,,1.0,,16.0,1.0,,,,,
日田市議会議員選挙（2019年04月21日投票）,日田市議会議員選挙,大分県,日田市,20190421.0,2019.0,4.0,21.0,20190414.0,64.0,22.0,26.0,1.181818181818182,54224.0,,,,任期満了,68.65,,,,日田市議会議員選挙（2019年04月21日投票）,1.0,26.0,22.0,1.1818181818181819,0.0,0.0,0.0,0.07692307692307693,0.045454545454545456,0.6538461538461539,0.3076923076923077,0.038461538461538464,0.6818181818181818,0.2727272727272727,0.045454545454545456,0.6475200319361006,0.31509706384450903,0.03738290421939049,0.03808941364330004,0.03938713298056363,0.03738290421939049,34052.998999999996,3.0,59.5,9.064936675072635,36.0,56.5,63.0,65.75,70.0,58.68181818181818,9.45509176743296,36.0,53.0,62.5,65.0,70.0,,2662.672,,,,3311.0,,,,28079.327,,,,,,,34052.998999999996,,0.07819199712777133,,,,0.09723079015742492,,,,0.8245772127148039,,,,,,,1.0,,0.03909599856388567,,,,0.032410263385808304,,,,0.0392655815578478,,,,,,,,2.0,,,,3.0,,,,21.0,,,,,,,,2.0,,,,2.0,,,,18.0,,,,,,
杵築市議会議員補欠選挙（2013年10月06日投票）,杵築市議会議員補欠選挙,大分県,杵築市,20131006.0,2013.0,10.0,6.0,20130929.0,39.22,2.0,3.0,1.5,,,,,その他,,,,,杵築市議会議員補欠選挙（2013年10月06日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,,0.8398544131028207,0.16014558689717925,,0.41992720655141036,0.16014558689717925,9891.0,1.0,56.666666666666664,15.456030825826172,35.0,50.0,65.0,67.5,70.0,50.0,15.0,35.0,42.5,50.0,57.5,65.0,,,,,,,,,,9891.0,,,,,,,9891.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,2.0,,,,,,
杵築市議会議員選挙（2007年04月22日投票）,杵築市議会議員選挙,大分県,杵築市,20070422.0,2007.0,4.0,22.0,20070415.0,79.5,22.0,29.0,1.318181818181818,27604.0,,,,任期満了,,,,,杵築市議会議員選挙（2007年04月22日投票）,1.0,29.0,22.0,1.3181818181818181,0.0,0.0,0.0,0.06896551724137931,0.045454545454545456,0.8620689655172413,0.10344827586206896,0.034482758620689655,0.9090909090909091,0.09090909090909091,0.0,0.8842083946980855,0.09549521354933727,0.02029639175257732,0.03536833578792342,0.031831737849779086,0.02029639175257732,21728.0,3.0,60.275862068965516,10.827476388637024,26.0,55.0,64.0,68.0,73.0,61.95454545454545,9.358891118888316,34.0,56.0,64.0,69.5,73.0,,1230.0,,,,1637.07,,,,18860.93,,,,,,,21728.0,,0.05660898379970545,,,,0.07534379602356406,,,,0.8680472201767305,,,,,,,1.0,,0.05660898379970545,,,,0.03767189801178203,,,,0.03338643154525887,,,,,,,,1.0,,,,2.0,,,,26.0,,,,,,,,1.0,,,,1.0,,,,20.0,,,,,,
杵築市議会議員選挙（2011年04月24日投票）,杵築市議会議員選挙,大分県,杵築市,20110424.0,2011.0,4.0,24.0,20110417.0,73.97,20.0,21.0,1.05,26766.0,,,-838.0,任期満了,79.5,,,,杵築市議会議員選挙（2011年04月24日投票）,1.0,21.0,20.0,1.05,0.0,0.0,0.0,0.047619047619047616,0.05,0.8095238095238095,0.14285714285714285,0.047619047619047616,0.85,0.1,0.05,0.8223231830236568,0.1345107305769915,0.04316608639935183,0.04837195194256805,0.0448369101923305,0.04316608639935183,19648.99,3.0,,,,,,,,,,,,,,,,1327.0,,,,1995.17,,,,16326.82,,,,,,,19648.989999999998,,0.06753527789469077,,,,0.1015405880912963,,,,0.830924134014013,,,,,,,1.0,,0.06753527789469077,,,,0.05077029404564815,,,,0.04616245188966739,,,,,,,,1.0,,,,2.0,,,,18.0,,,,,,,,1.0,,,,2.0,,,,17.0,,,,,,
杵築市議会議員選挙（2015年04月26日投票）,杵築市議会議員選挙,大分県,杵築市,20150426.0,2015.0,4.0,26.0,20150419.0,71.3,18.0,21.0,1.1666666666666667,,,,,任期満了,73.97,,,,杵築市議会議員選挙（2015年04月26日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857,0.0,0.7222222222222222,0.2777777777777778,0.0,0.6556847274332377,0.3443152725667623,,0.043712315162215847,0.05738587876112705,,18124.0,3.0,62.0,10.752629800148782,37.0,55.0,63.0,70.0,76.0,60.5,10.879389280245059,37.0,55.0,63.0,67.75,76.0,,943.08,,,,1312.51,,,,15868.41,,,,,,,18124.0,,0.05203487088942838,,,,0.07241834032222468,,,,0.8755467887883469,,,,,,,1.0,,0.05203487088942838,,,,0.03620917016111234,,,,0.04864148826601927,,,,,,,,1.0,,,,2.0,,,,18.0,,,,,,,,1.0,,,,1.0,,,,16.0,,,,,,
杵築市議会議員選挙（2019年04月21日投票）,杵築市議会議員選挙,大分県,杵築市,20190421.0,2019.0,4.0,21.0,20190414.0,68.62,18.0,21.0,1.1666666666666667,24810.0,,,,任期満了,71.3,,,,杵築市議会議員選挙（2019年04月21日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857,0.0,0.7222222222222222,0.2777777777777778,0.0,0.6888875583896763,0.31111244161032364,,0.04592583722597842,0.05185207360172061,,16935.999,3.0,59.333333333333336,11.781071716683964,41.0,49.0,59.0,68.0,79.0,59.27777777777778,11.034317959869844,41.0,50.25,59.5,67.75,76.0,,853.503,,,,829.0,,,,15253.496,,,,,,,16935.999,,0.05039578710414426,,,,0.04894898730213671,,,,0.900655225593719,,,,,,,1.0,,0.05039578710414426,,,,0.04894898730213671,,,,0.047402906610195736,,,,,,,,1.0,,,,1.0,,,,19.0,,,,,,,,1.0,,,,1.0,,,,16.0,,,,,,
津久見市議会議員選挙（1999年04月25日投票）,津久見市議会議員選挙,大分県,津久見市,19990425.0,1999.0,4.0,25.0,19990418.0,85.72,20.0,22.0,1.1,19870.0,,,,任期満了,,,,,津久見市議会議員選挙（1999年04月25日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.0,0.0,0.6818181818181818,0.3181818181818182,0.0,0.7,0.3,0.0,0.7031792419411973,0.2968207580588027,,0.04687861612941315,0.042402965436971814,,16938.0,4.0,57.04545454545455,7.882531162048213,43.0,52.0,57.0,64.0,71.0,57.4,7.83198569968051,43.0,52.0,57.0,65.25,71.0,,784.0,,,,585.0,,,,13705.0,1864.0,,,,,,16938.0,,0.04628645648836935,,,,0.03453772582359192,,,,0.8091274058330381,0.1100484118550006,,,,,,1.0,,0.04628645648836935,,,,0.03453772582359192,,,,0.0449515225462799,0.0550242059275003,,,,,,,1.0,,,,1.0,,,,18.0,2.0,,,,,,,1.0,,,,1.0,,,,16.0,2.0,,,,,
津久見市議会議員選挙（2003年04月27日投票）,津久見市議会議員選挙,大分県,津久見市,20030427.0,2003.0,4.0,27.0,20030420.0,83.08,18.0,19.0,1.0555555555555556,19266.0,,,-604.0,任期満了,85.72,,,,津久見市議会議員選挙（2003年04月27日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.05263157894736842,0.05555555555555555,0.6842105263157895,0.3157894736842105,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6509404290117632,0.34905957098823676,,0.05007234069321255,0.05817659516470613,,15897.0,4.0,54.526315789473685,9.527624219536476,29.0,48.5,55.0,61.0,75.0,54.0,9.516068282413466,29.0,48.25,54.5,60.5,75.0,,1085.0,,,,690.0,,,,12214.0,1908.0,,,,,,15897.0,,0.06825187142228094,,,,0.043404415927533496,,,,0.7683210668679625,0.12002264578222306,,,,,,1.0,,0.06825187142228094,,,,0.043404415927533496,,,,0.05122140445786417,0.06001132289111153,,,,,,,1.0,,,,1.0,,,,15.0,2.0,,,,,,,1.0,,,,1.0,,,,14.0,2.0,,,,,
津久見市議会議員選挙（2007年04月22日投票）,津久見市議会議員選挙,大分県,津久見市,20070422.0,2007.0,4.0,22.0,20070415.0,77.89,16.0,18.0,1.125,18418.0,,,-848.0,任期満了,83.08,,,,津久見市議会議員選挙（2007年04月22日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.6666666666666666,0.2777777777777778,0.05555555555555555,0.75,0.25,0.0,0.7218477955630441,0.2549845549003089,0.02316764953664701,0.06015398296358701,0.05099691098006178,0.02316764953664701,14244.0,4.0,55.22222222222222,9.721428539032017,33.0,52.25,56.5,62.0,69.0,53.8125,9.362283041544941,33.0,52.0,56.0,60.5,65.0,,1036.0,,,,804.0,,,,11303.0,1101.0,,,,,,14244.0,,0.07273237854535243,,,,0.05644481887110362,,,,0.7935270991294581,0.07729570345408593,,,,,,1.0,,0.07273237854535243,,,,0.05644481887110362,,,,0.05290180660863054,0.07729570345408593,,,,,,,1.0,,,,1.0,,,,15.0,1.0,,,,,,,1.0,,,,1.0,,,,13.0,1.0,,,,,
津久見市議会議員選挙（2011年04月24日投票）,津久見市議会議員選挙,大分県,津久見市,20110424.0,2011.0,4.0,24.0,20110417.0,77.0,14.0,17.0,1.2142857142857142,17532.0,,,-886.0,任期満了,77.89,,,,津久見市議会議員選挙（2011年04月24日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.11764705882352941,0.14285714285714285,0.7058823529411765,0.29411764705882354,0.0,0.7142857142857143,0.2857142857142857,0.0,0.6945148308242659,0.3054851691757341,,0.057876235902022156,0.06109703383514682,,13418.0,3.0,,,,,,,,,,,,,,,,1092.0,,,,727.0,,,,11599.0,,,,,,,13418.0,,0.08138321657475034,,,,0.05418095096139514,,,,0.8644358324638545,,,,,,,1.0,,0.08138321657475034,,,,0.05418095096139514,,,,0.0576290554975903,,,,,,,,1.0,,,,1.0,,,,15.0,,,,,,,,1.0,,,,1.0,,,,12.0,,,,,,
津久見市議会議員選挙（2015年04月26日投票）,津久見市議会議員選挙,大分県,津久見市,20150426.0,2015.0,4.0,26.0,20150419.0,無投票,14.0,14.0,1.0,,,,,任期満了,77.0,,,,津久見市議会議員選挙（2015年04月26日投票）,1.0,14.0,14.0,1.0,1.0,1.0,0.0,0.07142857142857142,0.07142857142857142,0.8571428571428571,0.14285714285714285,0.0,0.8571428571428571,0.14285714285714285,0.0,,,,,,,0.0,3.0,56.57142857142857,9.477147594641137,39.0,51.5,60.0,61.75,70.0,56.57142857142857,9.477147594641137,39.0,51.5,60.0,61.75,70.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,12.0,,,,,,1.0,,,,,,1.0,,,,12.0,,,,,,1.0
津久見市議会議員選挙（2019年04月21日投票）,津久見市議会議員選挙,大分県,津久見市,20190421.0,2019.0,4.0,21.0,20190414.0,無投票,14.0,14.0,1.0,,,,,任期満了,,,,,津久見市議会議員選挙（2019年04月21日投票）,1.0,14.0,14.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,3.0,57.285714285714285,9.444791243466055,40.0,48.0,60.5,64.75,69.0,57.285714285714285,9.444791243466055,40.0,48.0,60.5,64.75,69.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,12.0,,,,,,1.0,,,,,,1.0,,,,12.0,,,,,,1.0
玖珠町議会議員選挙（2003年04月27日投票）,玖珠町議会議員選挙,大分県,玖珠町,20030427.0,2003.0,4.0,27.0,20030422.0,84.84,20.0,25.0,1.25,15200.0,,,,任期満了,,,,,玖珠町議会議員選挙（2003年04月27日投票）,1.0,25.0,20.0,1.25,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.65,0.35,0.0,0.6127493156042237,0.3872506843957763,,0.04084995437361492,0.03872506843957763,,12785.0,3.0,59.32,8.794179893543228,30.0,55.0,60.0,66.0,72.0,59.85,6.7177004994268685,49.0,54.75,59.5,66.0,72.0,,718.0,,,,96.0,,,,11971.0,,,,,,,12785.0,,0.05615956198670317,,,,0.007508799374266719,,,,0.9363316386390301,,,,,,,1.0,,0.05615956198670317,,,,0.007508799374266719,,,,0.04071007124517522,,,,,,,,1.0,,,,1.0,,,,23.0,,,,,,,,1.0,,,,0.0,,,,19.0,,,,,,
玖珠町議会議員選挙（2007年04月22日投票）,玖珠町議会議員選挙,大分県,玖珠町,20070422.0,2007.0,4.0,22.0,20070417.0,80.27,16.0,19.0,1.1875,14882.0,,,-318.0,任期満了,84.84,,,,玖珠町議会議員選挙（2007年04月22日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.0,0.0,0.5789473684210527,0.42105263157894735,0.0,0.625,0.375,0.0,0.6513194150959344,0.34868058490406556,,0.059210855917812215,0.043585073113008195,,11831.0,2.0,22.842105263157894,5.556060303324904,12.0,19.5,23.0,25.0,39.0,21.75,4.366062299143245,12.0,19.0,22.5,25.0,28.0,,779.0,,,,,,,,11052.0,,,,,,,11831.0,,0.06584396923336996,,,,,,,,0.93415603076663,,,,,,,1.0,,0.06584396923336996,,,,,,,,0.05189755726481278,,,,,,,,1.0,,,,,,,,18.0,,,,,,,,1.0,,,,,,,,15.0,,,,,,
玖珠町議会議員選挙（2011年04月24日投票）,玖珠町議会議員選挙,大分県,玖珠町,20110424.0,2011.0,4.0,24.0,20110419.0,77.84,16.0,20.0,1.25,14274.0,,,-608.0,任期満了,80.27,,,,玖珠町議会議員選挙（2011年04月24日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.05,0.0625,0.6,0.35,0.05,0.625,0.3125,0.0625,0.5938701007086027,0.34917644579566337,0.056953453495733934,0.049489175059050226,0.04988234939938048,0.056953453495733934,11008.99,2.0,,,,,,,,,,,,,,,,592.0,,,,,,,,10416.99,,,,,,,11008.99,,0.05377423360362758,,,,,,,,0.9462257663963725,,,,,,,1.0,,0.05377423360362758,,,,,,,,0.049801356126124866,,,,,,,,1.0,,,,,,,,19.0,,,,,,,,1.0,,,,,,,,15.0,,,,,,
