,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_みんなの党,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_庶民党,得票数_日本共産党,得票数_日本維新の会,得票数_民主党,得票数_民進党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_老人福祉人権党,得票数_老人福祉党,得票数_自由党,得票数_自由民主党,得票数_sum_v,得票率_みんなの党,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_庶民党,得票率_日本共産党,得票率_日本維新の会,得票率_民主党,得票率_民進党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_老人福祉人権党,得票率_老人福祉党,得票率_自由党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_庶民党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_老人福祉人権党,一人あたり得票率_老人福祉党,一人あたり得票率_自由党,一人あたり得票率_自由民主党,立候補者数_みんなの党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_庶民党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_民進党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_老人福祉人権党,立候補者数_老人福祉党,立候補者数_自由党,立候補者数_自由民主党,当選者数_みんなの党,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_庶民党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_民主党,当選者数_民進党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_老人福祉人権党,当選者数_老人福祉党,当選者数_自由党,当選者数_自由民主党
玖珠町議会議員選挙（2015年04月26日投票）,玖珠町議会議員選挙,大分県,玖珠町,20150426.0,2015.0,4.0,26.0,20150421.0,75.12,14.0,20.0,1.4285714285714286,,,,,任期満了,77.84,,,,玖珠町議会議員選挙（2015年04月26日投票）,1.0,20.0,14.0,1.4285714285714286,0.0,0.0,0.0,0.1,0.07142857142857142,0.6,0.4,0.0,0.6428571428571429,0.35714285714285715,0.0,0.6466389054134444,0.3533610945865556,,0.05388657545112036,0.04417013682331945,,10086.0,3.0,61.3,10.378342834961657,33.0,57.5,65.0,67.5,75.0,60.5,10.880848181224529,33.0,59.75,63.5,67.0,72.0,,624.0,,312.0,,,,,,9150.0,,,,,,,10086.0,,0.061867935752528254,,0.030933967876264127,,,,,,0.9071980963712076,,,,,,,1.0,,0.061867935752528254,,0.030933967876264127,,,,,,0.05039989424284487,,,,,,,,1.0,,1.0,,,,,,18.0,,,,,,,,1.0,,0.0,,,,,,13.0,,,,,,
玖珠町議会議員選挙（2019年04月21日投票）,玖珠町議会議員選挙,大分県,玖珠町,20190421.0,2019.0,4.0,21.0,20190416.0,70.77,14.0,18.0,1.2857142857142858,12797.0,,,,任期満了,75.12,,,,玖珠町議会議員選挙（2019年04月21日投票）,1.0,18.0,14.0,1.2857142857142858,0.0,0.0,0.0,0.05555555555555555,0.07142857142857142,0.7222222222222222,0.2777777777777778,0.0,0.7142857142857143,0.2857142857142857,0.0,0.7525934188510875,0.24740658114891242,,0.05789180145008366,0.04948131622978248,,8965.0,3.0,63.833333333333336,9.97914491994847,37.0,58.5,66.0,70.75,76.0,61.785714285714285,10.441528154637215,37.0,56.25,65.0,68.25,76.0,,534.0,,465.0,,,,,,7966.0,,,,,,,8965.0,,0.05956497490239822,,0.051868377021751254,,,,,,0.8885666480758505,,,,,,,1.0,,0.05956497490239822,,0.051868377021751254,,,,,,0.05553541550474066,,,,,,,,1.0,,1.0,,,,,,16.0,,,,,,,,1.0,,1.0,,,,,,12.0,,,,,,
由布市議会議員選挙（2005年10月30日投票）,由布市議会議員選挙,大分県,由布市,20051030.0,2005.0,10.0,30.0,20051023.0,84.27,26.0,39.0,1.5,29869.0,,,,その他,,,,,由布市議会議員選挙（2005年10月30日投票）,1.0,39.0,26.0,1.5,0.0,0.0,0.0,0.1282051282051282,0.11538461538461539,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.02564102564102564,,24752.0,3.0,58.05128205128205,7.5649282469819585,37.0,54.0,57.0,62.0,75.0,56.88461538461539,7.53109923061048,37.0,54.0,57.0,62.0,69.0,,1297.0,,,,985.0,,,,22470.0,,,,,,,24752.0,,0.052399806076276666,,,,0.03979476405946994,,,,0.9078054298642534,,,,,,,1.0,,0.052399806076276666,,,,0.01989738202973497,,,,0.02521681749622926,,,,,,,,1.0,,,,2.0,,,,36.0,,,,,,,,1.0,,,,1.0,,,,24.0,,,,,,
由布市議会議員選挙（2009年10月25日投票）,由布市議会議員選挙,大分県,由布市,20091025.0,2009.0,10.0,25.0,20091018.0,72.59,22.0,26.0,1.181818181818182,29996.0,,,127.0,任期満了,84.27,,,,由布市議会議員選挙（2009年10月25日投票）,1.0,26.0,22.0,1.1818181818181819,0.0,0.0,0.0,0.11538461538461539,0.13636363636363635,0.7307692307692307,0.2692307692307692,0.0,0.7727272727272727,0.22727272727272727,0.0,0.7562909579644992,0.24370904203550078,,0.03980478726128943,0.03481557743364297,,21576.999999999996,3.0,58.42307692307692,8.105900400435177,36.0,57.25,61.0,62.0,70.0,58.5,6.84072032358103,41.0,57.25,60.0,62.0,70.0,,1420.0,,,,774.0,,,,19383.0,,,,,,,21577.0,,0.06581081707373593,,,,0.035871529869768735,,,,0.8983176530564954,,,,,,,1.0,,0.06581081707373593,,,,0.035871529869768735,,,,0.03742990221068731,,,,,,,,1.0,,,,1.0,,,,24.0,,,,,,,,1.0,,,,1.0,,,,20.0,,,,,,
由布市議会議員選挙（2013年10月27日投票）,由布市議会議員選挙,大分県,由布市,20131027.0,2013.0,10.0,27.0,20131020.0,,22.0,23.0,1.0454545454545454,,,,,任期満了,72.59,,,,由布市議会議員選挙（2013年10月27日投票）,1.0,23.0,22.0,1.0454545454545454,0.0,0.0,0.0,0.13043478260869565,0.13636363636363635,0.782608695652174,0.21739130434782608,0.0,0.8181818181818182,0.18181818181818182,0.0,0.8416654660711713,0.1583345339288287,,0.04675919255950952,0.03166690678576574,,20823.0,3.0,62.43478260869565,6.343953553729051,45.0,62.0,63.0,65.5,74.0,62.13636363636363,6.326678394239132,45.0,62.0,63.0,65.0,74.0,,1543.0,,,,883.0,,,,18397.0,,,,,,,20823.0,,0.07410075397397109,,,,0.04240503289631657,,,,0.8834942131297123,,,,,,,1.0,,0.07410075397397109,,,,0.04240503289631657,,,,0.042071153006176774,,,,,,,,1.0,,,,1.0,,,,21.0,,,,,,,,1.0,,,,1.0,,,,20.0,,,,,,
由布市議会議員選挙（2017年10月22日投票）,由布市議会議員選挙,大分県,由布市,20171022.0,2017.0,10.0,22.0,20171015.0,71.9,22.0,24.0,1.0909090909090908,29035.0,,,,任期満了,,,,,由布市議会議員選挙（2017年10月22日投票）,1.0,24.0,20.0,1.2,0.0,0.0,0.0,0.08333333333333333,0.1,0.5833333333333334,0.4166666666666667,0.0,0.65,0.35,0.0,0.6297659208261618,0.3702340791738382,,0.04498328005901155,0.03702340791738382,,20335.0,0.0,61.958333333333336,8.983685058049522,38.0,58.5,65.0,68.25,74.0,61.25,9.454496284837179,38.0,57.0,65.5,68.25,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹田市議会議員選挙（2005年04月24日投票）,竹田市議会議員選挙,大分県,竹田市,20050424.0,2005.0,4.0,24.0,20050417.0,,0.0,42.0,,23471.0,,,,その他,,,,,竹田市議会議員選挙（2005年04月24日投票）,4.0,42.0,28.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.023809523809523808,,20181.0,2.0,55.904761904761905,7.30234640636479,31.0,53.0,57.0,61.0,67.0,54.17857142857143,7.856087591473121,31.0,51.0,56.0,59.25,65.0,,,,,,659.0,,,,19522.0,,,,,,,20181.0,,,,,,0.03265447698330112,,,,0.9673455230166988,,,,,,,1.0,,,,,,0.01632723849165056,,,,0.02418363807541747,,,,,,,,,,,,2.0,,,,40.0,,,,,,,,,,,,0.0,,,,28.0,,,,,,
竹田市議会議員選挙（2009年04月12日投票）,竹田市議会議員選挙,大分県,竹田市,20090412.0,2009.0,4.0,12.0,20090405.0,85.99,22.0,24.0,1.0909090909090908,22211.0,,,-1260.0,任期満了,,,,,竹田市議会議員選挙（2009年04月12日投票）,1.0,24.0,22.0,1.0909090909090908,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.8181818181818182,0.18181818181818182,0.0,0.791539116098495,0.20846088390150508,,0.04397439533880528,0.034743480650250846,,18803.0,2.0,57.958333333333336,8.012901922663364,35.0,54.0,59.5,63.25,71.0,57.68181818181818,7.748233603018313,35.0,54.25,59.5,62.75,67.0,,,,,,734.0,,,,18069.0,,,,,,,18803.0,,,,,,0.03903632399085252,,,,0.9609636760091474,,,,,,,1.0,,,,,,0.03903632399085252,,,,0.041781029391702064,,,,,,,,,,,,1.0,,,,23.0,,,,,,,,,,,,1.0,,,,21.0,,,,,,
竹田市議会議員選挙（2013年04月14日投票）,竹田市議会議員選挙,大分県,竹田市,20130414.0,2013.0,4.0,14.0,20130407.0,81.77,18.0,22.0,1.2222222222222223,,,,,任期満了,85.99,,,,竹田市議会議員選挙（2013年04月14日投票）,1.0,22.0,18.0,1.2222222222222223,0.0,0.0,0.0,0.045454545454545456,0.05555555555555555,0.7272727272727273,0.2727272727272727,0.0,0.8333333333333334,0.16666666666666666,0.0,0.7779031109000237,0.22209688909997624,,0.04861894443125148,0.03701614818332937,,16844.0,2.0,59.22727272727273,8.511659480232867,38.0,56.5,61.5,64.75,70.0,59.5,7.747759532779639,38.0,56.5,61.0,64.75,70.0,,,,,,617.0,,,,16227.0,,,,,,,16844.0,,,,,,0.036630254096414155,,,,0.9633697459035858,,,,,,,1.0,,,,,,0.036630254096414155,,,,0.045874749804932655,,,,,,,,,,,,1.0,,,,21.0,,,,,,,,,,,,0.0,,,,18.0,,,,,,
竹田市議会議員選挙（2017年04月16日投票）,竹田市議会議員選挙,大分県,竹田市,20170416.0,2017.0,4.0,16.0,20170409.0,77.35,16.0,18.0,1.125,19734.0,,,,任期満了,81.77,,,,竹田市議会議員選挙（2017年04月16日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.05555555555555555,0.0625,0.7222222222222222,0.2222222222222222,0.05555555555555555,0.75,0.1875,0.0625,0.7248387524883875,0.20515461181154615,0.07000663570006636,0.05575682711449134,0.05128865295288654,0.07000663570006636,15070.0,0.0,61.05555555555556,8.540571293812338,42.0,57.25,62.5,67.5,74.0,60.125,8.615937267645348,42.0,56.75,62.0,64.5,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹田市議会議員選挙（2021年04月18日投票）,竹田市議会議員選挙,大分県,竹田市,20210418.0,2021.0,4.0,18.0,20210411.0,72.33,16.0,18.0,1.125,18287.0,8506.0,9781.0,-1447.0,任期満了,77.35,,,,竹田市議会議員選挙（2021年04月18日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.16666666666666666,0.1875,0.5,0.5,0.0,0.5625,0.4375,0.0,0.49561804240606105,0.5043819575939389,,0.05506867137845123,0.05604243973265988,,13007.999,2.0,63.94444444444444,7.655587808350056,46.0,61.0,65.5,67.75,76.0,63.3125,7.823991548436131,46.0,60.75,64.5,67.25,76.0,,,,,,594.0,,,,12413.999,,,,,,,13007.999,,,,,,0.04566421015253768,,,,0.9543357898474624,,,,,,,1.0,,,,,,0.04566421015253768,,,,0.0561373994027919,,,,,,,,,,,,1.0,,,,17.0,,,,,,,,,,,,1.0,,,,15.0,,,,,,
臼杵市議会議員補欠選挙（2009年01月18日投票）,臼杵市議会議員補欠選挙,大分県,臼杵市,20090118.0,2009.0,1.0,18.0,20090111.0,無投票,1.0,1.0,1.0,29064.0,,,,その他,,,,,臼杵市議会議員補欠選挙（2009年01月18日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,59.0,0.0,59.0,59.0,59.0,59.0,59.0,59.0,0.0,59.0,59.0,59.0,59.0,59.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,
臼杵市議会議員補欠選挙（2013年01月13日投票）,臼杵市議会議員補欠選挙,大分県,臼杵市,20130113.0,2013.0,1.0,13.0,20130106.0,22.14,1.0,2.0,2.0,,,,,その他,,,,,臼杵市議会議員補欠選挙（2013年01月13日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,7575.0,1.0,62.5,11.5,51.0,56.75,62.5,68.25,74.0,51.0,0.0,51.0,51.0,51.0,51.0,51.0,,,,,,,,,,7575.0,,,,,,,7575.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,
臼杵市議会議員補欠選挙（2017年01月15日投票）,臼杵市議会議員補欠選挙,大分県,臼杵市,20170115.0,2017.0,1.0,15.0,20170108.0,無投票,1.0,1.0,1.0,,,,,退職/若林純一議員の市議辞職による,22.14,,,,臼杵市議会議員補欠選挙（2017年01月15日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,67.0,0.0,67.0,67.0,67.0,67.0,67.0,67.0,0.0,67.0,67.0,67.0,67.0,67.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,
臼杵市議会議員選挙（2006年04月23日投票）,臼杵市議会議員選挙,大分県,臼杵市,20060423.0,2006.0,4.0,23.0,20060416.0,,26.0,32.0,1.2307692307692308,37196.0,,,,任期満了,,,,,臼杵市議会議員選挙（2006年04月23日投票）,2.0,32.0,26.0,1.2307692307692308,0.0,0.0,0.0,0.03125,0.038461538461538464,0.875,0.125,0.0,0.8846153846153846,0.11538461538461539,0.0,0.898736350525376,0.10126364947462399,,0.032097726804477714,0.025315912368655998,,29122.0,5.0,60.09375,6.788590497113521,44.0,56.75,60.0,64.25,80.0,59.92307692307692,7.410611294846978,44.0,55.25,60.0,64.75,80.0,,1809.0,,,,1689.0,,,,19919.07,1171.0,,,,,4533.93,29122.0,,0.06211798640203283,,,,0.057997390289128495,,,,0.6839870201222443,0.04021015040175812,,,,,0.15568745278483623,1.0,,0.06211798640203283,,,,0.028998695144564247,,,,0.029738566092271494,0.04021015040175812,,,,,0.031137490556967247,,1.0,,,,2.0,,,,23.0,1.0,,,,,5.0,,1.0,,,,1.0,,,,19.0,1.0,,,,,4.0
臼杵市議会議員選挙（2010年04月25日投票）,臼杵市議会議員選挙,大分県,臼杵市,20100425.0,2010.0,4.0,25.0,20100418.0,無投票,23.0,13.0,0.5652173913043478,,,,,任期満了,,,,,臼杵市議会議員選挙（2010年04月25日投票）,1.0,13.0,13.0,1.0,1.0,1.0,0.0,0.07692307692307693,0.07692307692307693,0.7692307692307693,0.23076923076923078,0.0,0.7692307692307693,0.23076923076923078,0.0,,,,,,,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,7.0,,,,,,4.0,,1.0,,,,1.0,,,,7.0,,,,,,4.0
臼杵市議会議員選挙（2014年04月20日投票）,臼杵市議会議員選挙,大分県,臼杵市,20140420.0,2014.0,4.0,20.0,20140413.0,68.16,18.0,23.0,1.2777777777777777,,,,,任期満了,,,,,臼杵市議会議員選挙（2014年04月20日投票）,1.0,23.0,18.0,1.2777777777777777,0.0,0.0,0.0,0.043478260869565216,0.05555555555555555,0.8260869565217391,0.17391304347826086,0.0,0.9444444444444444,0.05555555555555555,0.0,0.8704549470230678,0.12954505297693214,,0.04581341826437199,0.032386263244233035,,23577.998,6.0,62.30434782608695,8.163730938458148,44.0,56.0,62.0,68.0,77.0,62.0,8.353309390761112,44.0,54.5,63.0,68.0,77.0,,1450.0,,,,851.0,,338.413,,16888.585,1036.0,,,,,3014.0,23577.998,,0.06149801183289608,,,,0.036092971082616936,,0.014352914950624731,,0.7162857932212904,0.0439392691440554,,,,,0.1278310397685164,1.0,,0.06149801183289608,,,,0.036092971082616936,,0.014352914950624731,,0.04476786207633065,0.0439392691440554,,,,,0.042610346589505466,,1.0,,,,1.0,,1.0,,16.0,1.0,,,,,3.0,,1.0,,,,1.0,,0.0,,13.0,1.0,,,,,2.0
臼杵市議会議員選挙（2018年04月22日投票）,臼杵市議会議員選挙,大分県,臼杵市,20180422.0,2018.0,4.0,22.0,20180415.0,67.55,18.0,22.0,1.2222222222222223,,,,,任期満了,68.16,,,,臼杵市議会議員選挙（2018年04月22日投票）,1.0,22.0,18.0,1.2222222222222223,0.0,0.0,0.0,0.09090909090909091,0.1111111111111111,0.5909090909090909,0.36363636363636365,0.045454545454545456,0.5555555555555556,0.3888888888888889,0.05555555555555555,0.564630259759458,0.37572029831159887,0.059649441928943114,0.04343309690457369,0.04696503728894986,0.059649441928943114,22363.998,4.0,63.04545454545455,8.839360696377378,47.0,56.25,65.0,69.75,80.0,61.22222222222222,8.456132262417977,47.0,56.0,59.0,69.0,75.0,,1249.0,,,,811.0,,,,18594.295,,,,,,1709.703,22363.998,,0.05584869038174659,,,,0.03626364123266332,,,,0.831438770473866,,,,,,0.07644889791172402,1.0,,0.05584869038174659,,,,0.03626364123266332,,,,0.04619104280410367,,,,,,0.03822444895586201,,1.0,,,,1.0,,,,18.0,,,,,,2.0,,1.0,,,,1.0,,,,14.0,,,,,,2.0
豊後大野市議会議員選挙（2005年04月24日投票）,豊後大野市議会議員選挙,大分県,豊後大野市,20050424.0,2005.0,4.0,24.0,20050417.0,88.24,0.0,48.0,,35990.0,,,,その他,,,,,豊後大野市議会議員選挙（2005年04月24日投票）,7.0,48.0,31.0,1.5483870967741935,0.0,0.0,0.0,0.041666666666666664,0.06451612903225806,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.020833333333333332,,31379.63,3.0,55.791666666666664,6.996899114766643,26.0,52.0,56.0,60.0,67.0,56.29032258064516,5.89255160453184,40.0,52.5,56.0,60.0,67.0,,,,,,1643.0,,163.0,,29573.63,,,,,,,31379.63,,,,,,0.05235880728995211,,0.005194452579587458,,0.9424467401304605,,,,,,,1.0,,,,,,0.026179403644976056,,0.005194452579587458,,0.02094326089178801,,,,,,,,,,,,2.0,,1.0,,45.0,,,,,,,,,,,,2.0,,0.0,,29.0,,,,,,
豊後大野市議会議員選挙（2009年04月12日投票）,豊後大野市議会議員選挙,大分県,豊後大野市,20090412.0,2009.0,4.0,12.0,20090405.0,83.73,24.0,27.0,1.125,34780.0,,,-1210.0,任期満了,88.24,,,,豊後大野市議会議員選挙（2009年04月12日投票）,1.0,27.0,24.0,1.125,0.0,0.0,0.0,0.037037037037037035,0.041666666666666664,0.7777777777777778,0.2222222222222222,0.0,0.875,0.125,0.0,0.8473946279542744,0.15260537204572552,,0.040352125140679734,0.025434228674287587,,28518.0,2.0,58.592592592592595,6.1659714878982985,41.0,56.0,60.0,62.5,71.0,58.666666666666664,6.459274125025367,41.0,55.75,60.0,63.0,71.0,,,,,,1687.0,,,,26831.0,,,,,,,28518.0,,,,,,0.05915562101129111,,,,0.9408443789887089,,,,,,,1.0,,,,,,0.029577810505645556,,,,0.037633775159548355,,,,,,,,,,,,2.0,,,,25.0,,,,,,,,,,,,1.0,,,,23.0,,,,,,
豊後大野市議会議員選挙（2013年04月14日投票）,豊後大野市議会議員選挙,大分県,豊後大野市,20130414.0,2013.0,4.0,14.0,20130407.0,80.19,22.0,24.0,1.0909090909090908,,,,,任期満了,83.73,,,,豊後大野市議会議員選挙（2013年04月14日投票）,1.0,24.0,22.0,1.0909090909090908,0.0,0.0,0.0,0.041666666666666664,0.045454545454545456,0.75,0.25,0.0,0.7272727272727273,0.2727272727272727,0.0,0.7801069271895072,0.21989307281049272,,0.0433392737327504,0.03664884546841545,,25999.0,3.0,60.833333333333336,8.15304987242334,36.0,59.0,62.5,65.5,75.0,60.5,8.403192034199645,36.0,59.0,62.5,65.0,75.0,,,,,,1149.0,,873.0,,23977.0,,,,,,,25999.0,,,,,,0.04419400746182545,,0.033578214546713336,,0.9222277779914612,,,,,,,1.0,,,,,,0.04419400746182545,,0.033578214546713336,,0.04191944445415732,,,,,,,,,,,,1.0,,1.0,,22.0,,,,,,,,,,,,1.0,,1.0,,20.0,,,,,,
豊後大野市議会議員選挙（2017年04月16日投票）,豊後大野市議会議員選挙,大分県,豊後大野市,20170416.0,2017.0,4.0,16.0,20170409.0,77.19,18.0,23.0,1.2777777777777777,32046.0,,,,任期満了,80.19,,,,豊後大野市議会議員選挙（2017年04月16日投票）,1.0,23.0,18.0,1.2777777777777777,0.0,0.0,0.0,0.043478260869565216,0.05555555555555555,0.6956521739130435,0.30434782608695654,0.0,0.7222222222222222,0.2777777777777778,0.0,0.6178267711341857,0.3821732288658143,,0.03861417319588661,0.05459617555225919,,24378.997,4.0,60.56521739130435,9.025693214164733,40.0,56.0,63.0,66.5,72.0,60.888888888888886,8.77426089884428,43.0,54.5,63.0,68.5,72.0,,,,,,833.0,,,647.0,22138.997,760.0,,,,,,24378.997,,,,,,0.03416875599927265,,,0.026539237852976478,0.9081176309263257,0.03117437522142523,,,,,,1.0,,,,,,0.03416875599927265,,,0.026539237852976478,0.045405881546316286,0.03117437522142523,,,,,,,,,,,1.0,,,1.0,20.0,1.0,,,,,,,,,,,1.0,,,0.0,17.0,0.0,,,,,
豊後大野市議会議員選挙（2021年04月18日投票）,豊後大野市議会議員選挙,大分県,豊後大野市,20210418.0,2021.0,4.0,18.0,20210411.0,65.49,18.0,20.0,1.1111111111111112,29791.0,13746.0,16045.0,-2255.0,任期満了,77.19,,,,豊後大野市議会議員選挙（2021年04月18日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.1,0.1111111111111111,0.6,0.4,0.0,0.6666666666666666,0.3333333333333333,0.0,0.7143301695970126,0.2856698304029874,,0.05952751413308438,0.03570872880037342,,19281.0,1.0,62.05,8.428967908350346,41.0,57.75,63.5,68.0,76.0,61.5,8.552127740444998,41.0,57.25,63.5,67.75,76.0,,,,,,,,,,19281.0,,,,,,,19281.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,0.05,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,18.0,,,,,,
豊後高田市議会議員選挙（2007年02月18日投票）,豊後高田市議会議員選挙,大分県,豊後高田市,20070218.0,2007.0,2.0,18.0,20070211.0,8.58,22.0,28.0,1.2727272727272727,21119.0,,,,任期満了,,,,,豊後高田市議会議員選挙（2007年02月18日投票）,1.0,28.0,22.0,1.2727272727272727,0.0,0.0,0.0,0.03571428571428571,0.045454545454545456,0.8571428571428571,0.10714285714285714,0.03571428571428571,0.9090909090909091,0.045454545454545456,0.045454545454545456,0.8989803309745361,0.06814509388755781,0.03287457513790606,0.03745751379060567,0.022715031295852603,0.03287457513790606,17947.0,3.0,59.32142857142857,7.478796558216012,34.0,57.75,59.0,62.0,79.0,59.04545454545455,7.7838835407016855,34.0,58.0,59.0,61.75,79.0,,1138.0,,,,1189.0,,,,15620.0,,,,,,,17947.0,,0.06340892628294423,,,,0.06625062684571238,,,,0.8703404468713434,,,,,,,1.0,,0.06340892628294423,,,,0.06625062684571238,,,,0.03347463257197474,,,,,,,,1.0,,,,1.0,,,,26.0,,,,,,,,1.0,,,,1.0,,,,20.0,,,,,,
豊後高田市議会議員選挙（2011年02月20日投票）,豊後高田市議会議員選挙,大分県,豊後高田市,20110220.0,2011.0,2.0,20.0,20110213.0,81.28,20.0,22.0,1.1,20262.0,,,-857.0,任期満了,8.58,,,,豊後高田市議会議員選挙（2011年02月20日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.045454545454545456,0.05,0.9090909090909091,0.09090909090909091,0.0,0.95,0.05,0.0,0.9166055664541441,0.08339443354585581,,0.04583027832270721,0.041697216772927904,,16312.0,4.0,61.31818181818182,9.181930692379977,38.0,61.25,62.5,64.75,83.0,62.95,7.651633812461231,38.0,62.0,63.0,65.0,83.0,,1177.0,,,,1307.0,,473.67,,13354.33,,,,,,,16312.0,,0.0721554683668465,,,,0.08012506130456105,,0.029038131436978913,,0.8186813388916135,,,,,,,1.0,,0.0721554683668465,,,,0.08012506130456105,,0.029038131436978913,,0.04308849152061124,,,,,,,,1.0,,,,1.0,,1.0,,19.0,,,,,,,,1.0,,,,1.0,,1.0,,17.0,,,,,,
豊後高田市議会議員選挙（2015年02月15日投票）,豊後高田市議会議員選挙,大分県,豊後高田市,20150215.0,2015.0,2.0,15.0,20150208.0,,18.0,24.0,1.3333333333333333,,,,,任期満了,81.28,,,,豊後高田市議会議員選挙（2015年02月15日投票）,1.0,24.0,18.0,1.3333333333333333,0.0,0.0,0.0,0.08333333333333333,0.1111111111111111,0.5833333333333334,0.4166666666666667,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6080336054820878,0.39196639451791215,,0.043430971820149135,0.039196639451791214,,15237.99,4.0,63.125,7.7368840627218916,42.0,61.0,65.0,67.0,76.0,63.333333333333336,6.60807586719967,42.0,61.25,65.0,67.0,72.0,,978.51,,,,1204.0,,331.87,,12723.61,,,,,,,15237.990000000002,,0.06421516223596418,,,,0.07901304568384675,,0.02177911916204171,,0.8349926729181473,,,,,,,1.0,,0.06421516223596418,,,,0.039506522841923374,,0.02177911916204171,,0.041749633645907364,,,,,,,,1.0,,,,2.0,,1.0,,20.0,,,,,,,,1.0,,,,2.0,,0.0,,15.0,,,,,,
豊後高田市議会議員選挙（2019年02月10日投票）,豊後高田市議会議員選挙,大分県,豊後高田市,20190210.0,2019.0,2.0,10.0,20190203.0,74.01,18.0,19.0,1.0555555555555556,,,,,任期満了,,,,,豊後高田市議会議員選挙（2019年02月10日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.10526315789473684,0.0625,0.8421052631578947,0.10526315789473684,0.05263157894736842,0.875,0.125,0.0,0.8722009709927193,0.10865420115213016,0.019144827855150526,0.05451256068704496,0.05432710057606508,0.019144827855150526,14154.998000000001,3.0,66.3157894736842,7.954162310447394,46.0,64.5,70.0,71.0,76.0,65.6875,8.446291715895207,46.0,63.5,69.0,70.25,76.0,,857.0,,,,1296.0,,,,12001.998,,,,,,,14154.998,,0.06054398594757838,,,,0.09155776638046859,,,,0.847898247671953,,,,,,,1.0,,0.06054398594757838,,,,0.04577888319023429,,,,0.05299364047949706,,,,,,,,1.0,,,,2.0,,,,16.0,,,,,,,,1.0,,,,1.0,,,,14.0,,,,,,
政党名,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,みんなの党,公明党,国民民主党,幸福実現党,庶民党,日本共産党,日本維新の会,民主党,民進党,無所属,社会民主党,立憲民主党,老人福祉人権党,老人福祉党,自由党,自由民主党,sum_v,みんなの党,公明党,国民民主党,幸福実現党,庶民党,日本共産党,日本維新の会,民主党,民進党,無所属,社会民主党,立憲民主党,老人福祉人権党,老人福祉党,自由党,自由民主党,sum_v,みんなの党,公明党,国民民主党,幸福実現党,庶民党,日本共産党,日本維新の会,民主党,民進党,無所属,社会民主党,立憲民主党,老人福祉人権党,老人福祉党,自由党,自由民主党,みんなの党,公明党,国民民主党,幸福実現党,庶民党,日本共産党,日本維新の会,民主党,民進党,無所属,社会民主党,立憲民主党,老人福祉人権党,老人福祉党,自由党,自由民主党,みんなの党,公明党,国民民主党,幸福実現党,庶民党,日本共産党,日本維新の会,民主党,民進党,無所属,社会民主党,立憲民主党,老人福祉人権党,老人福祉党,自由党,自由民主党
