,都道府県名,市町村名,条例名,提案主体,"原案
可決","修正
可決",議決年月日,施行年月日,備考,和暦年,和暦月,jyorei_nendo,jyorei_year,time_pm
0,北海道,旭川市,旭川市地酒の普及の促進に関する条例,議員,○,,25.12.18,25.12.18,,25,12,2013.0,2013,北海道旭川市
1,北海道,芦別市,芦別市再生可能エネルギー利用促進条例,議員,○,,26.3.19,26.4.1,,26,3,2013.0,2014,北海道芦別市
2,北海道,富良野市,富良野市まずはふらのワインで乾杯条例,議員,○,,25.12.13,25.12.13,,25,12,2013.0,2013,北海道富良野市
3,北海道,登別市,登別市中小企業地域経済振興基本条例,議員,○,,25.6.25,25.7.4,,25,6,2013.0,2013,北海道登別市
4,北海道,北広島市,北広島市資源ごみ等持ち去り防止に関する条例,議員,○,,26.2.21,26.11.1,,26,2,2013.0,2014,北海道北広島市
5,北海道,増毛町,増毛町乾杯条例,議員,○,,26.3.13,26.4.1,,26,3,2013.0,2014,北海道増毛町
6,北海道,羽幌町,羽幌町の地域医療を守る条例,委員会,○,,25.6.14,25.6.18,,25,6,2013.0,2013,北海道羽幌町
7,青森県,青森市,青森市中小企業振興基本条例,議員,○,,24.6.26,24.6.26,,24,6,2012.0,2012,青森県青森市
8,岩手県,盛岡市,盛岡市地元酒等による乾杯の推進に関する条例,議員,○,,26.3.13,26.3.13,,26,3,2013.0,2014,岩手県盛岡市
9,宮城県,仙台市,仙台市空き家等の適正管理に関する条例,議員,○,,25.12.17,26.4.1,,25,12,2013.0,2013,宮城県仙台市
10,宮城県,白石市,"うーめん
奥州白石温面振興条例",議員,○,,26.3.3,26.3.3,,26,3,2013.0,2014,宮城県白石市
11,秋田県,秋田市,秋田市民の心といのちを守る自殺対策条例,議員,○,,25.9.30,26.4.1,,25,9,2013.0,2013,秋田県秋田市
12,秋田県,横手市,"横手市「スポーツ立市よこて」でまちを元気にす
る条例",議員,○,,25.3.21,25.3.22,,25,3,2012.0,2013,秋田県横手市
13,秋田県,大館市,秋田杉の器で地酒による乾杯を推進する条例,議員,○,,26.2.25,26.3.17,,26,2,2013.0,2014,秋田県大館市
14,山形県,山形市,山形市日本酒で乾杯を推進する条例,委員会,○,,26.2.27,26.2.27,,26,2,2013.0,2014,山形県山形市
15,山形県,寒河江市,さがえ産の酒で乾杯を推進する条例,議員,○,,26.3.7,26.3.19,,26,3,2013.0,2014,山形県寒河江市
16,山形県,上山市,かみのやま産のワインによる乾杯を推進する条例,議員,○,,26.3.17,26.3.17,,26,3,2013.0,2014,山形県上山市
17,山形県,村山市,村山市交通安全条例（改正）,議員,○,,24.12.14,24.12.25,,24,12,2012.0,2012,山形県村山市
18,山形県,天童市,天童市地元産酒等による乾杯を推進する条例,委員会,○,,26.3.20,26.3.24,,26,3,2013.0,2014,山形県天童市
19,山形県,河北町,河北町の日本酒による乾杯を推進する条例,委員会,○,,26.3.14,26.4.1,,26,3,2013.0,2014,山形県河北町
20,山形県,川西町,川西町地酒による乾杯を推進する条例,議員,○,,26.3.19,26.4.1,,26,3,2013.0,2014,山形県川西町
21,福島県,天栄村,天栄村清酒で乾杯を促進する条例,議員,○,,25.12.12,25.12.30,,25,12,2013.0,2013,福島県天栄村
22,福島県,南会津町,南会津町乾杯条例,委員会,○,,25.6.21,25.6.21,,25,6,2013.0,2013,福島県南会津町
23,福島県,南会津町,南会津町乾杯条例（改正）,委員会,○,,26.3.14,26.3.14,,26,3,2013.0,2014,福島県南会津町
24,福島県,金山町,名古屋市歯と口腔の健康づくり推進条例,議員,○,,25.3.22,25.3.29,,25,3,2012.0,2013,福島県金山町
25,福島県,金山町,名古屋市児童を虐待から守る条例,議員,○,,25.3.22,25.4.1,,25,3,2012.0,2013,福島県金山町
26,福島県,西郷村,村長等の給与及び旅費に関する条例（改正）,議員,○,,25.3.19,25.4.1,,25,3,2012.0,2013,福島県西郷村
27,福島県,西郷村,西郷村子ども診療所等誘致条例,委員会,○,,25.6.21,25.7.5,,25,6,2013.0,2013,福島県西郷村
28,福島県,西郷村,"西郷村放射能障害防止のための環境保全に関する
条例",議員,○,,25.6.21,25.7.5,,25,6,2013.0,2013,福島県西郷村
29,福島県,西郷村,村長等の給与及び旅費に関する条例（改正）,議員,○,,26.3.24,26.3.28,,26,3,2013.0,2014,福島県西郷村
30,茨城県,水戸市,水戸市地元酒等による乾杯の推進に関する条例,議員,○,,26.3.19,26.4.1,,26,3,2013.0,2014,茨城県水戸市
31,茨城県,日立市,日立市歯と口腔の健康づくり8020・6424推進条例,議員,○,,25.3.28,25.4.1,,25,3,2012.0,2013,茨城県日立市
32,茨城県,石岡市,「石岡の地酒」で乾杯を推進する条例,委員会,○,,26.3.20,26.3.20,,26,3,2013.0,2014,茨城県石岡市
33,茨城県,常総市,常総市文化芸術振興条例,議員,,○,24.6.12,25.4.1,,24,6,2012.0,2012,茨城県常総市
34,茨城県,笠間市,笠間市地酒を笠間焼で乾杯する条例,委員会,○,,25.12.19,25.12.19,,25,12,2013.0,2013,茨城県笠間市
35,栃木県,鹿沼市,鹿沼市歯と口腔の健康づくり推進条例,議員,○,,25.3.19,25.4.1,,25,3,2012.0,2013,栃木県鹿沼市
36,栃木県,大田原市,大田原市地酒の普及の促進に関する条例,議員,○,,25.12.19,26.1.1,,25,12,2013.0,2013,栃木県大田原市
37,栃木県,矢板市,矢板市産の飲料の普及促進に関する条例,議員,○,,26.3.20,26.4.1,,26,3,2013.0,2014,栃木県矢板市
38,群馬県,みなかみ町,みなかみ町アウトドアスポ－ツ振興条例,議員,○,,24.9.4,25.4.1,,24,9,2012.0,2012,群馬県みなかみ町
39,群馬県,邑楽町,"邑楽町長、副町長及び教育長の給与の特例に関す
る条例（改正）",議員,○,,26.3.19,26.3.19,,26,3,2013.0,2014,群馬県邑楽町
40,埼玉県,さいたま市,"さいたま市自治会等の振興を通じた地域社会の活
性化の推進に関する条例",議員,,○,24.5.2,24.5.2,,24,5,2012.0,2012,埼玉県さいたま市
41,埼玉県,さいたま市,さいたま市空き家等の適正管理に関する条例,議員,○,,24.6.29,25.1.1,,24,6,2012.0,2012,埼玉県さいたま市
42,埼玉県,さいたま市,さいたま市都市農業の振興に関する条例,議員,○,,24.12.21,24.12.27,,24,12,2012.0,2012,埼玉県さいたま市
43,埼玉県,さいたま市,さいたま市歯科口腔保健の推進に関する条例,議員,○,,24.12.21,25.4.1,,24,12,2012.0,2012,埼玉県さいたま市
44,埼玉県,さいたま市,"さいたま市地域経済活性化・雇用創出臨時交付金
基金条例",議員,○,,25.3.14,25.4.1,,25,3,2012.0,2013,埼玉県さいたま市
45,埼玉県,さいたま市,"さいたま市被保護者等住居・生活・金銭管理サー
ビス提供事業の業務の適正化等に関する条例",委員会,○,,25.7.5,25.10.1,,25,7,2013.0,2013,埼玉県さいたま市
46,埼玉県,さいたま市,さいたま市老人憩いの家条例（改正）,委員会,○,,26.3.20,26.4.1,,26,3,2013.0,2014,埼玉県さいたま市
47,埼玉県,熊谷市,熊谷市市民の歯と口の健康づくりを推進する条例,議員,○,,25.9.24,25.10.1,,25,9,2013.0,2013,埼玉県熊谷市
48,埼玉県,秩父市,秩父市乾杯条例,議員,○,,25.9.18,25.9.19,,25,9,2013.0,2013,埼玉県秩父市
49,埼玉県,所沢市,所沢市歯科口腔保健の推進に関する条例,委員会,○,,26.3.29,26.4.1,,26,3,2013.0,2014,埼玉県所沢市
50,埼玉県,鴻巣市,鴻巣市歯科口腔保険の推進に関する条例,議員,○,,25.12.5,26.1.1,,25,12,2013.0,2013,埼玉県鴻巣市
51,埼玉県,上尾市,上尾市歯科口腔保健の推進に関する条例,議員,,○,24.9.14,24.9.25,,24,9,2012.0,2012,埼玉県上尾市
52,埼玉県,戸田市,戸田市みんなで守ろう自転車の安全利用条例,委員会,○,,24.11.27,24.12.3,,24,11,2012.0,2012,埼玉県戸田市
53,埼玉県,戸田市,戸田市歯科口腔保健の推進に関する条例,委員会,○,,26.3.12,26.3.25,,26,3,2013.0,2014,埼玉県戸田市
54,埼玉県,吉川市,吉川市歯科口腔保健の推進に関する条例,議員,○,,25.3.21,26.4.1,,25,3,2012.0,2013,埼玉県吉川市
55,埼玉県,小鹿野町,小鹿野町立学校設置条例（改正）,議員,○,,26.3.19,（28.4.1）,,26,3,2013.0,2014,埼玉県小鹿野町
56,千葉県,千葉市,"千葉市墓地等の経営の許可等に関する条例（改
正）",委員会,○,,25.3.15,25.4.1,,25,3,2012.0,2013,千葉県千葉市
57,千葉県,柏市,柏市児童虐待及びいじめ防止条例,委員会,○,,25.6.27,26.4.1,,25,6,2013.0,2013,千葉県柏市
58,千葉県,鎌ケ谷市,鎌ケ谷市空き家等の適正管理に関する条例,委員会,○,,25.3.29,25.10.1,,25,3,2012.0,2013,千葉県鎌ケ谷市
59,千葉県,四街道市,"四街道市墓地等の経営の許可等に関する条例(改
正)",議員,○,,25.12.18,26.1.1,,25,12,2013.0,2013,千葉県四街道市
60,千葉県,印西市,印西市自転車の安全・安心に関する条例,議員,○,,24.10.3,25.4.1,,24,10,2012.0,2012,千葉県印西市
61,東京都,中野区,中野区障害者福祉手当条例（改正）,委員会,,○,25.3.21,25.8.1,,25,3,2012.0,2013,東京都中野区
62,東京都,小金井市,小金井市アスベスト飛散防止条例,議員,○,,25.3.6,26.12.1,,25,3,2012.0,2013,東京都小金井市
63,東京都,小金井市,小金井市食育推進基本条例,議員,○,,25.3.7,25.9.6,,25,3,2012.0,2013,東京都小金井市
64,東京都,小金井市,特別職の給与に関する条例（改正）,議員,○,,26.3.24,26.4.1,,26,3,2013.0,2014,東京都小金井市
65,東京都,日野市,日野市がん対策推進基本条例,議員,○,,24.9.28,24.11.1,,24,9,2012.0,2012,東京都日野市
66,東京都,新島村,新島村ポイ捨て及びふん害の防止に関する条例,議員,○,,26.3.26,26.7.1,,26,3,2013.0,2014,東京都新島村
67,神奈川県,横浜市,"横浜市廃棄物等の減量化、資源化及び適正処理等
に関する条例（改正）",委員会,○,,24.5.31,25.4.1,,24,5,2012.0,2012,神奈川県横浜市
68,神奈川県,横浜市,横浜市市民活動推進条例（改正）,議員,○,,24.6.21,25.4.1,,24,6,2012.0,2012,神奈川県横浜市
69,神奈川県,横浜市,"横浜市災害時における自助及び共助の推進に関す
る条例",議員,○,,25.5.30,25.6.5,,25,5,2013.0,2013,神奈川県横浜市
70,神奈川県,横浜市,横浜市民の読書活動の推進に関する条例,委員会,,○,25.5.30,26.4.1,,25,5,2013.0,2013,神奈川県横浜市
71,神奈川県,横浜市,理容師法施行条例及び美容師法施行条例（改正）,議員,○,,26.3.25,26.10.1,,26,3,2013.0,2014,神奈川県横浜市
72,神奈川県,川崎市,川崎市子どもを虐待から守る条例の制定について,議員,○,,24.10.3,25.4.1,,24,10,2012.0,2012,神奈川県川崎市
73,神奈川県,川崎市,"川崎市自殺対策の推進に関する条例の制定につい
て",委員会,○,,25.12.18,26.4.1,,25,12,2013.0,2013,神奈川県川崎市
74,神奈川県,相模原市,相模原市自殺対策基本条例,委員会,○,,25.3.22,25.4.1,,25,3,2012.0,2013,神奈川県相模原市
75,神奈川県,相模原市,相模原市がんばる中小企業を応援する条例,議員,,○,25.9.30,26.4.1,,25,9,2013.0,2013,神奈川県相模原市
76,神奈川県,相模原市,相模原市いじめの防止等に関する条例,委員会,○,,26.2.28,26.4.1,,26,2,2013.0,2014,神奈川県相模原市
77,神奈川県,横須賀市,横須賀市空き家等の適正管理に関する条例,議員,○,,24.6.26,24.10.1,,24,6,2012.0,2012,神奈川県横須賀市
78,神奈川県,横須賀市,横須賀市地域で支える条例,議員,○,,25.12.12,26.4.1,,25,12,2013.0,2013,神奈川県横須賀市
79,神奈川県,鎌倉市,"鎌倉市省エネルギーの推進及び再生可能エネル
ギー導入の促進に関する条例の制定について",議員,○,,24.6.15,24.7.9,,24,6,2012.0,2012,神奈川県鎌倉市
80,神奈川県,小田原市,"都市計画法に基づく市街化調整区域における開発
許可等の基準に関する条例（改正）",議員,○,,24.9.18,24.9.25,,24,9,2012.0,2012,神奈川県小田原市
81,神奈川県,逗子市,"安全で快適な逗子海水浴場の確保に関する条例
（改正）",議員,○,,24.6.26,24.7.5,,24,6,2012.0,2012,神奈川県逗子市
82,神奈川県,逗子市,逗子市市民災害見舞金支給条例（改正）,議員,○,,25.10.1,25.10.15,,25,10,2013.0,2013,神奈川県逗子市
83,神奈川県,逗子市,逗子市空き家等の適正管理に関する条例,議員,,○,25.10.1,26.4.1,,25,10,2013.0,2013,神奈川県逗子市
84,神奈川県,逗子市,逗子市営駐車場条例（改正）,議員,○,,25.12.6,26.4.1,,25,12,2013.0,2013,神奈川県逗子市
85,神奈川県,大和市,大和市商業振興条例,議員,○,,24.12.21,25.4.1,,24,12,2012.0,2012,神奈川県大和市
86,神奈川県,葉山町,葉山町小児の医療費の助成に関する条例,議員,,○,24.6.26,24.10.1,,24,6,2012.0,2012,神奈川県葉山町
87,新潟県,長岡市,食育基本条例,議員,○,,26.3.27,26.4.1,,26,3,2013.0,2014,新潟県長岡市
88,新潟県,柏崎市,柏崎市食の地産地消推進条例,議員,○,,24.6.21,24.10.1,,24,6,2012.0,2012,新潟県柏崎市
89,新潟県,上越市,上越市自治基本条例（改正）,議員,○,,25.9.30,25.9.30,,25,9,2013.0,2013,新潟県上越市
90,新潟県,南魚沼市,南魚沼市コシヒカリの普及促進に関する条例,議員,○,,25.9.19,25.10.10,,25,9,2013.0,2013,新潟県南魚沼市
91,石川県,金沢市,金沢の食文化の継承及び振興に関する条例,議員,○,,25.9.24,25.10.1,,25,9,2013.0,2013,石川県金沢市
92,石川県,加賀市,"加賀市ポイ捨て等のない美しいまちづくりの推進
に関する条例",議員,○,,24.12.17,"25.1.1
(一部
25.4.1施
行）",,24,12,2012.0,2012,石川県加賀市
93,石川県,加賀市,加賀市生活環境保全条例（改正）,議員,○,,24.12.17,25.4.1,,24,12,2012.0,2012,石川県加賀市
94,福井県,大野市,大野市空き家等の適正管理に関する条例,議員,○,,24.9.20,25.4.1,,24,9,2012.0,2012,福井県大野市
95,長野県,飯田市,飯田市自治基本条例（改正）,議員,○,,25.3.22,25.3.25,,25,3,2012.0,2013,長野県飯田市
96,長野県,安曇野市,安曇野市福祉基金条例（改正）,議員,○,,25.9.17,25.9.25,,25,9,2013.0,2013,長野県安曇野市
97,長野県,軽井沢町,"軽井沢町の長期継続契約を締結することができる
契約を定める条例（改正）",委員会,○,,24.9.27,24.9.28,,24,9,2012.0,2012,長野県軽井沢町
98,長野県,宮田村,宮田村みやだワインで乾杯条例,議員,○,,26.3.17,26.3.17,,26,3,2013.0,2014,長野県宮田村
99,長野県,信濃町,信濃町住民投票条例,議員,○,,24.9.25,24.9.27,,24,9,2012.0,2012,長野県信濃町
100,岐阜県,多治見市,多治見市民の歯と口腔の健康づくり推進条例,委員会,○,,25.3.22,25.4.1,,25,3,2012.0,2013,岐阜県多治見市
101,岐阜県,北方町,福祉医療費助成に関する条例（改正）,委員会,○,,25.12.13,26.4.1,,25,12,2013.0,2013,岐阜県北方町
102,愛知県,名古屋市,名古屋市歯と口腔の健康づくり推進条例,議員,○,,25.3.22,25.3.29,,25,3,2012.0,2013,愛知県名古屋市
103,愛知県,名古屋市,名古屋市児童を虐待から守る条例,議員,○,,25.3.22,25.4.1,,25,3,2012.0,2013,愛知県名古屋市
104,愛知県,名古屋市,名古屋市空家等対策の推進に関する条例,議員,○,,26.3.19,"26.4.1
(一部
26.7.1)",,26,3,2013.0,2014,愛知県名古屋市
105,愛知県,岡崎市,岡崎市防災基本条例,委員会,○,,24.10.2,24.10.4,,24,10,2012.0,2012,愛知県岡崎市
106,愛知県,半田市,半田市知多酒で乾杯を推進する条例,議員,○,,25.10.2,25.10.2,,25,10,2013.0,2013,愛知県半田市
107,愛知県,豊田市,"豊田市再生可能エネルギーの導入の推進に関する
条例",議員,○,,26.3.19,26.3.25,,26,3,2013.0,2014,愛知県豊田市
108,愛知県,常滑市,"常滑焼の器に注いだ地酒による乾杯を推進する条
例の制定について",議員,○,,25.9.13,25.9.13,,25,9,2013.0,2013,愛知県常滑市
109,愛知県,南知多町,"南知多もぎたてみかん酒及び知多産の日本酒で乾
杯を推進する条例",議員,○,,26.3.19,26.3.20,,26,3,2013.0,2014,愛知県南知多町
110,三重県,四日市市,四日市市観光大使設置条例,議員,,○,24.9.20,24.9.20,,24,9,2012.0,2012,三重県四日市市
111,三重県,名張市,名張市ばりばり食育条例,議員,○,,25.9.30,25.10.2,,25,9,2013.0,2013,三重県名張市
112,三重県,名張市,伊賀名張の酒・名酒で乾杯を推進する条例,議員,○,,25.12.4,25.12.4,,25,12,2013.0,2013,三重県名張市
113,三重県,いなべ市,いなべ市みんなで支え合う災害対策基本条例,議員,○,,25.6.21,25.6.27,,25,6,2013.0,2013,三重県いなべ市
114,三重県,伊賀市,伊賀市乾杯条例,議員,○,,25.12.25,25.12.27,,25,12,2013.0,2013,三重県伊賀市
115,三重県,伊賀市,"伊賀市の出資法人への関わり方の基本的事項を定
める条例",委員会,○,,26.3.25,26.4.1,,26,3,2013.0,2014,三重県伊賀市
116,三重県,伊賀市,伊賀市補助金等適正化条例,委員会,○,,26.3.25,26.4.1,,26,3,2013.0,2014,三重県伊賀市
117,三重県,伊賀市,"伊賀市公の施設に係る指定管理者の指定手続等に
関する条例（改正）",委員会,○,,26.3.25,26.4.1,,26,3,2013.0,2014,三重県伊賀市
118,三重県,菰野町,菰野町福祉医療費の助成に関する条例（改正）,委員会,○,,24.6.26,24.9.1,,24,6,2012.0,2012,三重県菰野町
119,滋賀県,大津市,大津市子どものいじめの防止に関する条例,議員,○,,25.2.19,25.4.1,,25,2,2012.0,2013,滋賀県大津市
120,滋賀県,近江八幡市,近江八幡市スポーツ推進条例,議員,○,,25.3.21,25.4.1,,25,3,2012.0,2013,滋賀県近江八幡市
121,滋賀県,野洲市,野洲市空き家の適正管理に関する条例,委員会,○,,24.12.14,25.4.1,,24,12,2012.0,2012,滋賀県野洲市
122,滋賀県,豊郷町,豊郷町簡易水道給水条例（改正）,議員,,○,25.12.18,26.4.1,,25,12,2013.0,2013,滋賀県豊郷町
123,京都府,京都市,京都市清酒の普及の促進に関する条例,議員,,○,24.12.26,25.1.15,,24,12,2012.0,2012,京都府京都市
124,京都府,京都市,京都市交通安全基本条例,議員,○,,25.5.28,25.7.1,,25,5,2013.0,2013,京都府京都市
125,京都府,宇治市,宇治市自転車の安全な利用を促進する条例,委員会,○,,25.1.29,25.4.1,,25,1,2012.0,2013,京都府宇治市
126,京都府,宇治市,"宇治市民間集会所環境整備事業費補助金の交付に
関する条例",議員,○,,25.3.28,25.4.1,,25,3,2012.0,2013,京都府宇治市
127,京都府,亀岡市,亀岡市暴力団排除条例,委員会,○,,24.6.18,25.4.1,,24,6,2012.0,2012,京都府亀岡市
128,京都府,与謝野町,与謝野町地酒の普及の促進に関する条例,委員会,○,,25.6.20,25.6.20,,25,6,2013.0,2013,京都府与謝野町
129,大阪府,堺市,堺市がん対策推進条例,議員,○,,24.9.27,25.1.1,,24,9,2012.0,2012,大阪府堺市
130,大阪府,吹田市,"吹田市長の給料及び期末手当の特例に関する条例
(改正)",委員会,○,,25.9.26,25.10.1,,25,9,2013.0,2013,大阪府吹田市
131,大阪府,大東市,大東市マナー条例,委員会,○,,25.3.25,25.10.1,,25,3,2012.0,2013,大阪府大東市
132,大阪府,羽曳野市,"羽曳野市乳幼児等の医療費の助成に関する条例
(改正）",議員,○,,25.12.25,26.7.1,,25,12,2013.0,2013,大阪府羽曳野市
133,大阪府,千早赤阪村,千早赤阪村防犯まちづくり条例,議員,○,,26.3.24,26.4.1,,26,3,2013.0,2014,大阪府千早赤阪村
134,兵庫県,神戸市,"神戸市における災害時の要援護者への支援に関す
る条例",議員,○,,25.2.25,25.4.1,,25,2,2012.0,2013,兵庫県神戸市
135,兵庫県,神戸市,神戸市がん対策推進条例,議員,○,,26.3.27,26.4.1,,26,3,2013.0,2014,兵庫県神戸市
136,兵庫県,姫路市,"姫路市日本酒の振興及び日本酒を活用した地域観
光の促進による地域の活性化に関する条例",委員会,○,,25.10.3,25.10.4,,25,10,2013.0,2013,兵庫県姫路市
137,兵庫県,尼崎市,国旗の掲揚に関する条例,議員,,○,24.6.26,24.7.6,,24,6,2012.0,2012,兵庫県尼崎市
138,兵庫県,尼崎市,動物愛護基金条例,議員,○,,24.6.26,24.11.1,,24,6,2012.0,2012,兵庫県尼崎市
139,兵庫県,明石市,"明石市教育環境保全のためのラブホテル、パチン
コ店及びゲームセンターの建築等の規制に関する
条例（改正）",議員,○,,25.3.14,25.4.1,,25,3,2012.0,2013,兵庫県明石市
140,兵庫県,明石市,"明石市の伝統産業である清酒による乾杯の普及の
促進に関する条例制定のこと",議員,○,,25.9.12,25.11.1,,25,9,2013.0,2013,兵庫県明石市
141,兵庫県,伊丹市,"清酒発祥の地伊丹の清酒の普及の促進に関する条
例",議員,○,,25.9.26,25.10.1,,25,9,2013.0,2013,兵庫県伊丹市
142,兵庫県,三木市,三木市日本酒による乾杯を推進する条例,議員,○,,25.6.21,25.6.24,,25,6,2013.0,2013,兵庫県三木市
143,兵庫県,丹波市,"地方自治法の一部を改正する法律の施行に伴う関
係条例の整理に関する条例",委員会,○,,25.2.25,25.3.1,,25,2,2012.0,2013,兵庫県丹波市
144,兵庫県,宍粟市,"日本酒発祥の地宍粟市日本酒文化の普及の促進に
関する条例",議員,○,,25.12.16,26.1.1,,25,12,2013.0,2013,兵庫県宍粟市
145,兵庫県,加東市,加東市日本酒による乾杯を推進する条例,委員会,○,,25.6.3,25.6.6,,25,6,2013.0,2013,兵庫県加東市
146,兵庫県,上郡町,上郡町ホタル条例,議員,○,,25.6.10,25.6.10,,25,6,2013.0,2013,兵庫県上郡町
147,兵庫県,香美町,香美町今日の良き日、日本酒で乾杯条例,議員,○,,25.12.18,26.1.1,,25,12,2013.0,2013,兵庫県香美町
148,兵庫県,香美町,香美町魚食の普及の促進に関する条例,議員,○,,26.2.28,26.4.1,,26,2,2013.0,2014,兵庫県香美町
149,兵庫県,新温泉町,新温泉町日本酒の普及の促進に関する条例,議員,○,,25.9.26,25.10.1,,25,9,2013.0,2013,兵庫県新温泉町
150,奈良県,奈良市,奈良市個人情報保護条例（一部改正）,議員,○,,24.12.18,25.4.1,,24,12,2012.0,2012,奈良県奈良市
151,奈良県,奈良市,奈良市実費弁償条例（一部改正）,議員,○,,24.12.18,25.3.1,,24,12,2012.0,2012,奈良県奈良市
152,奈良県,奈良市,"奈良市カラスによる被害の防止及び良好な生活環
境を守る条例",議員,,○,25.6.5,25.10.1,,25,6,2013.0,2013,奈良県奈良市
153,奈良県,奈良市,奈良市清酒の普及の促進に関する条例,議員,○,,25.12.3,25.12.4,,25,12,2013.0,2013,奈良県奈良市
154,奈良県,吉野町,吉野町をきれいにする条例（改正）,議員,○,,25.6.10,25.6.12,,25,6,2013.0,2013,奈良県吉野町
